"","Plot","Quad","x","y","Tubbs.mtbs.RDNBR","Tubbs.mtbs.DNBR","Tubbs.mtbs.DNBR6","Kincade.mtbs.RDNBR","Kincade.mtbs.DNBR","Kincade.mtbs.DNBR6"
"322","PPW1538","E2",-2275168.09913743,2049199.2365313,119,76,2,135,99,2
"323","PPW1538","E3",-2275162.43547791,2049218.62876941,119,76,2,130,92,2
"324","PPW1538","E4",-2275156.77181836,2049238.02100675,90,56,1,99,69,2
"325","PPW1538","E5",-2275151.10815876,2049257.41324334,117,71,2,39,17,1
"326","PPW1539","A1",-2275245.81067124,2049371.37734886,84,52,1,80,53,1
"327","PPW1539","A2",-2275240.1470152,2049390.76958429,88,53,1,83,54,1
"328","PPW1539","A3",-2275234.48335913,2049410.16181896,88,50,1,83,54,1
"329","PPW1539","A4",-2275228.81970302,2049429.55405288,88,50,1,83,54,1
"330","PPW1539","A5",-2275223.15604686,2049448.94628604,70,30,1,73,43,1
"331","PPW1539","B1",-2275226.7907466,2049365.81994495,86,51,1,73,47,1
"332","PPW1539","B2",-2275221.12708996,2049385.21217995,88,53,1,83,54,1
"333","PPW1539","B3",-2275215.46343328,2049404.60441419,88,53,1,83,54,1
"334","PPW1539","B4",-2275209.79977657,2049423.99664766,114,65,1,122,81,2
"335","PPW1539","B5",-2275204.13611981,2049443.38888038,101,55,1,73,41,1
"336","PPW1539","C1",-2275207.77082294,2049360.26253861,94,53,1,48,24,1
"337","PPW1539","C2",-2275202.10716569,2049379.65477317,86,47,1,48,24,1
"338","PPW1539","C3",-2275196.4435084,2049399.04700697,86,47,1,67,40,1
"339","PPW1539","C4",-2275190.77985107,2049418.43924001,114,65,1,122,81,2
"340","PPW1539","C5",-2275185.11619371,2049437.83147228,101,55,1,122,81,2
"341","PPW1539","D1",-2275188.75090023,2049354.70512984,94,53,1,48,24,1
"342","PPW1539","D2",-2275183.08724237,2049374.09736396,153,91,2,48,24,1
"343","PPW1539","D3",-2275177.42358448,2049393.48959732,149,80,2,130,84,2
"344","PPW1539","D4",-2275171.75992655,2049412.88182991,124,65,1,91,54,1
"345","PPW1539","D5",-2275166.09626858,2049432.27406175,124,65,1,91,54,1
"346","PPW1539","E1",-2275169.73097848,2049349.14771863,153,91,2,86,52,1
"347","PPW1539","E2",-2275164.06732002,2049368.53995231,153,91,2,94,57,1
"348","PPW1539","E3",-2275158.40366152,2049387.93218523,149,80,2,130,84,2
"349","PPW1539","E4",-2275152.74000298,2049407.32441739,205,138,2,88,52,1
"350","PPW1539","E5",-2275147.07634441,2049426.71664878,205,138,2,65,37,1
"351","PPW1540","A1",-2273220.68995868,2048173.48684355,480,377,3,-48,-46,0
"352","PPW1540","A2",-2273215.02623502,2048192.87904919,392,298,2,125,72,0
"353","PPW1540","A3",-2273209.3625113,2048212.27125407,415,330,3,91,50,0
"354","PPW1540","A4",-2273203.69878752,2048231.6634582,511,423,3,91,50,0
"355","PPW1540","A5",-2273198.03506368,2048251.05566156,687,577,3,101,53,0
"356","PPW1540","B1",-2273201.67016301,2048167.92917299,468,385,3,-27,-34,0
"357","PPW1540","B2",-2273196.00643876,2048187.32137818,483,394,3,5,-11,0
"358","PPW1540","B3",-2273190.34271444,2048206.7135826,511,423,3,5,-11,0
"359","PPW1540","B4",-2273184.67899007,2048226.10578626,511,423,3,130,84,0
"360","PPW1540","B5",-2273179.01526563,2048245.49798916,687,577,3,101,53,0
"361","PPW1540","C1",-2273182.65036832,2048162.37150001,468,385,3,-27,-34,0
"362","PPW1540","C2",-2273176.98664348,2048181.76370474,483,394,3,5,-11,0
"363","PPW1540","C3",-2273171.32291856,2048201.1559087,595,494,3,-25,-31,0
"364","PPW1540","C4",-2273165.65919359,2048220.5481119,684,575,3,71,29,0
"365","PPW1540","C5",-2273159.99546856,2048239.94031435,882,748,4,71,29,0
"366","PPW1540","D1",-2273163.63057461,2048156.81382461,382,307,2,22,1,0
"367","PPW1540","D2",-2273157.96684917,2048176.20602887,595,494,3,22,1,0
"368","PPW1540","D3",-2273152.30312367,2048195.59823238,595,494,3,-25,-31,0
"369","PPW1540","D4",-2273146.6393981,2048214.99043512,684,575,3,71,29,0
"370","PPW1540","D5",-2273140.97567247,2048234.38263711,740,635,4,101,43,0
"371","PPW1540","E1",-2273144.61078188,2048151.25614678,395,320,3,22,1,0
"372","PPW1540","E2",-2273138.94705585,2048170.64835059,395,320,3,-15,-26,0
"373","PPW1540","E3",-2273133.28332975,2048190.04055363,620,522,3,23,0,0
"374","PPW1540","E4",-2273127.61960359,2048209.43275591,740,635,4,23,0,0
"375","PPW1540","E5",-2273121.95587737,2048228.82495743,740,635,4,101,43,0
"376","PPW1544","A1",-2276327.97384068,2052861.4553685,-72,-66,0,37,15,1
"377","PPW1544","A2",-2276322.31024454,2052880.84753163,-41,-46,0,89,52,1
"378","PPW1544","A3",-2276316.64664838,2052900.23969398,-51,-54,0,124,83,2
"379","PPW1544","A4",-2276310.98305222,2052919.63185554,-41,-47,0,124,83,2
"380","PPW1544","A5",-2276305.31945605,2052939.02401632,-41,-47,0,64,35,1
"381","PPW1544","B1",-2276308.95372471,2052855.89814903,-41,-46,0,63,35,1
"382","PPW1544","B2",-2276303.29012792,2052875.29031173,-41,-46,0,89,52,1
"383","PPW1544","B3",-2276297.62653113,2052894.68247365,-51,-54,0,124,83,2
"384","PPW1544","B4",-2276291.96293432,2052914.07463478,73,38,0,100,69,2
"385","PPW1544","B5",-2276286.29933751,2052933.46679513,-21,-35,0,52,27,1
"386","PPW1544","C1",-2276289.93360968,2052850.34092708,38,8,0,93,59,1
"387","PPW1544","C2",-2276284.27001226,2052869.73308935,27,0,0,111,73,2
"388","PPW1544","C3",-2276278.60641482,2052889.12525085,73,38,0,111,73,2
"389","PPW1544","C4",-2276272.94281737,2052908.51741155,73,38,0,100,69,2
"390","PPW1544","C5",-2276267.27921992,2052927.90957147,-21,-35,0,52,27,1
"391","PPW1544","D1",-2276270.91349561,2052844.78370266,38,8,0,93,59,1
"392","PPW1544","D2",-2276265.24989754,2052864.17586451,27,0,0,111,73,2
"393","PPW1544","D3",-2276259.58629946,2052883.56802557,26,-3,0,82,48,1
"394","PPW1544","D4",-2276253.92270137,2052902.96018585,33,2,0,156,109,2
"395","PPW1544","D5",-2276248.25910328,2052922.35234535,-41,-49,0,20,2,1
"396","PPW1544","E1",-2276251.89338248,2052839.22647577,12,-11,0,77,47,1
"397","PPW1544","E2",-2276246.22978378,2052858.61863719,26,-3,0,77,47,1
"398","PPW1544","E3",-2276240.56618506,2052878.01079783,26,-3,0,82,48,1
"399","PPW1544","E4",-2276234.90258633,2052897.40295767,11,-13,0,156,109,2
"400","PPW1544","E5",-2276229.23898759,2052916.79511674,-20,-34,0,31,10,1
"401","PPW1549","A1",-2273562.82528462,2049489.98446494,572,466,3,33,9,0
"402","PPW1549","A2",-2273557.16157883,2049509.37664246,504,395,3,54,25,0
"403","PPW1549","A3",-2273551.49787299,2049528.76881921,460,360,3,54,25,0
"404","PPW1549","A4",-2273545.8341671,2049548.16099519,460,360,3,28,7,0
"405","PPW1549","A5",-2273540.17046115,2049567.5531704,402,330,3,-11,-24,0
"406","PPW1549","B1",-2273543.80541978,2049484.42685349,572,466,3,33,9,0
"407","PPW1549","B2",-2273538.14171338,2049503.81903055,504,395,3,54,25,0
"408","PPW1549","B3",-2273532.47800693,2049523.21120685,547,443,3,27,6,0
"409","PPW1549","B4",-2273526.81430043,2049542.60338237,621,500,3,-10,-23,0
"410","PPW1549","B5",-2273521.15059388,2049561.99555712,521,417,3,-40,-44,0
"411","PPW1549","C1",-2273524.78555591,2049478.86923959,467,380,3,33,9,0
"412","PPW1549","C2",-2273519.12184891,2049498.2614162,547,443,3,33,9,0
"413","PPW1549","C3",-2273513.45814185,2049517.65359203,547,443,3,27,6,0
"414","PPW1549","C4",-2273507.79443474,2049537.04576711,621,500,3,-10,-23,0
"415","PPW1549","C5",-2273502.13072758,2049556.4379414,406,314,3,-39,-43,0
"416","PPW1549","D1",-2273505.76569302,2049473.31162326,467,380,3,33,9,0
"417","PPW1549","D2",-2273500.10198541,2049492.70379941,553,452,3,-9,-22,0
"418","PPW1549","D3",-2273494.43827775,2049512.0959748,621,506,3,-31,-37,0
"419","PPW1549","D4",-2273488.77457003,2049531.4881494,651,518,3,-39,-43,0
"420","PPW1549","D5",-2273483.11086226,2049550.88032325,651,518,3,-39,-43,0
"421","PPW1549","E1",-2273486.74583111,2049467.7540045,553,452,3,77,43,0
"422","PPW1549","E2",-2273481.08212289,2049487.14618019,553,452,3,-9,-22,0
"423","PPW1549","E3",-2273475.41841462,2049506.53835511,621,506,3,-31,-37,0
"424","PPW1549","E4",-2273469.7547063,2049525.93052927,494,386,3,-67,-63,0
"425","PPW1549","E5",-2273464.09099792,2049545.32270266,494,386,3,36,13,0
"426","PPW2152","A1",-2272954.87242358,2048514.652202,956,820,4,109,57,0
"427","PPW2152","A2",-2272949.20869389,2048534.04438875,956,820,4,109,57,0
"428","PPW2152","A3",-2272943.54496414,2048553.43657474,918,794,4,84,39,0
"429","PPW2152","A4",-2272937.88123433,2048572.82875997,709,564,3,51,22,0
"430","PPW2152","A5",-2272932.21750445,2048592.22094442,809,669,4,44,13,0
"431","PPW2152","B1",-2272935.85262396,2048509.09450274,956,820,4,158,96,0
"432","PPW2152","B2",-2272930.18889367,2048528.48668903,985,853,4,125,68,0
"433","PPW2152","B3",-2272924.52516332,2048547.87887456,961,844,4,133,74,0
"434","PPW2152","B4",-2272918.86143291,2048567.27105932,809,669,4,133,74,0
"435","PPW2152","B5",-2272913.19770244,2048586.66324332,809,669,4,44,13,0
"436","PPW2152","C1",-2272916.83282532,2048503.53680106,920,797,4,54,21,0
"437","PPW2152","C2",-2272911.16909444,2048522.92898688,985,853,4,125,68,0
"438","PPW2152","C3",-2272905.50536349,2048542.32117195,961,844,4,133,74,0
"439","PPW2152","C4",-2272899.84163248,2048561.71335625,917,811,4,-26,-32,0
"440","PPW2152","C5",-2272894.17790141,2048581.10553978,907,804,4,55,17,0
"441","PPW2152","D1",-2272897.81302766,2048497.97909695,848,706,4,40,11,0
"442","PPW2152","D2",-2272892.14929618,2048517.37128231,963,834,4,99,51,0
"443","PPW2152","D3",-2272886.48556464,2048536.76346691,917,811,4,99,51,0
"444","PPW2152","D4",-2272880.82183303,2048556.15565074,917,811,4,-26,-32,0
"445","PPW2152","D5",-2272875.15810136,2048575.54783381,907,804,4,55,17,0
"446","PPW2152","E1",-2272878.79323099,2048492.4213904,848,706,4,40,11,0
"447","PPW2152","E2",-2272873.12949891,2048511.81357531,893,750,4,99,51,0
"448","PPW2152","E3",-2272867.46576677,2048531.20575944,893,750,4,115,62,0
"449","PPW2152","E4",-2272861.80203457,2048550.59794282,871,761,4,-51,-49,0
"450","PPW2152","E5",-2272856.1383023,2048569.99012542,882,780,4,-51,-49,0
