OID_COPY_1,Canopy_Damage_Percent_MEAN,Soil_Burn_Severity_MEAN,RBR_MEAN
5341,27.94937,1.601695,31.51888
5342,57.24473,1.982143,171.7193
5343,99.8089,1.964,-18.5187
5344,55.08308,1.786667,66.49054
5345,18.45796,1.913043,93.46932
5346,36.40028,2,169.3991
5347,13.97289,1.775244,56.84924
5348,32.23743,1.071429,43.94135
5349,99.27081,2.707859,207.3531
5351,88.39286,1.078431,219.63
5352,24.22006,1.245902,22.007
5353,18.74226,1.209424,122.574
5354,24.04025,1.151625,23.04307
5355,13.2163,1.085714,146.2431
5356,32.80964,1.102041,157.1965
5357,32.41683,1.601399,141.4232
5358,40.2813,1.880952,215.3099
5359,96.21888,2.62649,105.864
5360,15.40576,1.070093,100.8221
5361,23.55284,1.72449,161.702
5362,7.5849,1.920742,125.0261
5363,98.06977,2.12528,120.7178
5364,49.70482,1.414063,66.92102
5365,15.37794,1.791878,64.38804
5366,23.10969,1.941368,54.8686
5367,64.14029,1.850932,409.2602
5368,71.58145,1.619048,209.4257
5369,47.6259,2,3.705508
5370,100,2.677885,45.63919
5371,48.57268,1.767956,27.96933
5372,100,2.550459,-6.66526
5373,99.88503,2.860329,32.71166
5374,16.00338,1.75,41.04235
5375,30.3272,1.713043,106.1793
5376,78.46154,1.270588,129.7012
5377,70.28357,1.004556,363.8818
5378,98.26042,2.197556,49.08189
5379,23.78378,2.121951,172.3571
5380,52.23644,1,78.53772
5381,30.32948,1.052239,182.9311
5382,88.37618,2,15.12418
5383,77.07449,1.115385,36.94917
5384,44.48439,1.93188,175.0645
5385,32.79522,1.790909,178.5794
5386,91.39045,2.155294,89.15693
5387,68.65564,2.157815,160.4772
5388,48.46236,1.484716,407.9
5389,23.65218,1.35122,117.3857
5390,16.44016,1.837209,302.8203
5391,46.07208,1.708333,528.4032
5392,23.72848,1.623762,40.12754
5393,8.598359,2.027237,81.42171
5394,7.447775,1.849206,55.84726
5395,65.07704,1,68.7901
5396,34.23727,1.16,397.6691
5397,4.100119,2,171.0918
5398,11.35584,2.049505,-30.4872
5399,39.97094,1.985612,-26.5435
5400,36.92905,1.39604,223.148
5401,26.86055,1.517241,57.10456
5402,15.40272,2,136.1554
5403,29.57504,1.254808,58.06717
5404,46.81062,2.024096,219.5868
5405,23.39157,1.090278,193.2367
5406,11.48406,2.02924,87.81477
5407,8.264602,1.113636,70.03498
5408,2.605466,1,225.916
5409,43.84284,2,168.4578
5410,43.86457,1.833333,72.18554
5411,45.98485,2.013072,34.14063
5412,45.76339,1.285714,50.67627
5413,84.17427,1.528736,2.601748
5414,64.41087,1.344086,26.98133
5415,60.38237,1.563218,63.52366
5416,100,2.666667,116.9477
5417,25.14368,1.418182,161.8347
5418,98.41188,1.974359,153.1871
5419,39.80764,1.465517,164.7649
5420,99.83712,2.3,183.6354
5421,90.67101,2.201183,64.31836
5422,46.80761,1.333333,184.714
5423,99.38783,2.744936,28.51337
5424,98.38273,2.352649,149.6382
5425,72.73844,1.8,27.6096
5426,63.72807,1.147059,0.631889
5427,73.87704,1.895349,191.3571
5428,93.99679,1.792453,118.4871
5429,72.68097,1.777778,127.1898
5430,10.21049,1.045,88.59915
5431,97.41953,2.153846,64.48428
5432,35.25215,1.866071,88.74177
5433,77.79627,1.946903,50.39046
5434,4.969973,1.242038,498.6654
5435,96.1086,2.980769,71.04368
5436,18.41675,1.018868,237.7777
5437,25.74942,1.960396,89.77092
5440,35.30345,2,246.0382
5441,14.75261,2,325.1293
5442,2.550336,2,43.07569
5443,62.8516,1.703704,388.5328
5444,67.18147,1.166667,357.1024
5445,8.936327,1.95,189.5277
5446,45.18843,1.860526,105.823
5447,32.29874,1.786585,164.0167
5448,71.99848,1.966667,201.6217
5449,50.31458,1.978723,155.8817
5450,74.59046,1.535948,-10.6872
5451,93.87644,1.705882,219.5133
5452,70.44316,1.256,92.83545
5453,69.00635,1.709302,214.305
5454,86.9102,1.372093,51.27431
5455,100,2.301255,313.9748
5456,61.05237,1.06962,35.042
5457,33.75213,1.004545,98.81401
5458,92.91652,1.064286,76.69006
5459,0.860999,1,128.5352
5460,23.47793,1,212.9574
5461,24.12955,1.308511,42.46437
5462,40.54207,1.082902,26.45339
5463,92.75516,2.209302,76.1369
5464,13.63891,1.017241,93.55264
5465,9.344369,1.028986,46.12443
5466,92.32624,1.783133,92.35364
5467,88.54416,1.283333,119.685
5468,31.72162,1.022727,120.3649
5469,51.72571,1.648241,87.80826
5470,60.26265,1.723214,129.185
5471,93.07074,2.12,239.6259
5472,98.88388,2,106.0195
5473,54.05136,1.585841,199.2041
5474,51.25177,1.318182,-11.8863
5475,59.14319,1.070796,502.2031
5476,65.40737,1.408163,54.03059
5477,40.28386,1.432203,4.666047
5478,99.39776,2.669694,79.28026
5479,37.66616,1.827309,3.067217
5480,31.0794,2,15.75168
5481,100,2.647059,-33.6294
5482,99.23173,2.806234,4.093002
5483,90.97485,2.019011,211.1403
5484,9.349869,1.909548,2.200858
5485,97.07159,2.719512,7.847949
5486,4.197852,2,116.7605
5487,37.02114,1.541667,-72.7649
5488,37.68106,1.296137,-15.5246
5489,92.32113,2,119.5661
5490,71.11861,1.807018,133.3786
5491,15.03964,1.983607,256.0563
5492,57.68012,1,172.8873
5493,37.02062,1.712644,137.0537
5494,12,1.578313,102.5597
5495,13.49085,1.74026,101.4082
5496,29.47359,1,55.6013
5497,84.51587,2,78.55532
5498,30.07365,1.50996,538.5827
5499,12.44218,1.372549,245.3919
5500,28.60796,1.731707,16.42882
5501,15.25393,1.5,280.9818
5502,3.388658,1.0625,542.1159
5503,35.68051,1.344828,218.5687
5504,13.33384,2.031175,9.32295
5505,81.21246,2.788462,433.9525
5506,30.48829,1.249417,91.13787
5507,95.60901,2.078507,43.40813
5508,98.48967,1.242782,50.48955
5509,33.67026,2.066225,202.0027
5510,84.87373,2.454082,278.066
5511,33.65006,1,61.44953
5512,78.77358,1.144737,58.02335
5513,19.83477,1.51,147.2639
5514,97.0698,2.970297,71.26746
5515,26.42308,1.964706,132.3966
5516,99.84433,3.160622,49.98005
5518,100,2.916225,139.6647
5519,20.19815,1.633803,51.38126
5520,17.47036,1.72028,67.23792
5521,67.91166,1.909091,112.7609
5522,99.18965,2.184,89.90481
5523,43.81893,2.024658,49.16813
5525,4.386452,1,94.6276
5526,57.66689,1.56,71.73767
5527,46.62973,1.086207,141.52
5528,15.23046,1,31.06567
5529,97.85899,2.195171,266.9679
5530,92.26971,1.974895,124.3208
5531,39.89665,2.202247,145.4132
5532,63.86044,1.983051,204.3657
5533,76.24776,2.067114,38.55797
5534,87.55289,1.666667,130.1426
5535,100,2.773613,62.61917
5536,100,3.082547,458.7553
5537,32.02389,1.055901,123.1569
5538,85.08374,1.032787,645.2013
5539,27.5635,1.138554,151.7477
5540,97.76454,1.455224,601.2443
5541,12.04031,1,182.6872
5542,100,2.71066,172.0991
5543,91.81168,1.736842,170.8109
5544,5.866638,1.049645,319.089
5545,13.5703,1.06993,160.1259
5546,12.17435,1.938343,268.7798
5547,3.412844,1.854167,4.265159
5548,17.94759,1.870968,115.3308
5549,32.37065,1.174178,61.19046
5550,41.05748,2,-17.5296
5551,17.00784,1.02439,221.8318
5552,97.99168,2.689474,151.1121
5553,57.09868,1.396226,151.6613
5554,97.99843,2.931034,137.1676
5555,45.62344,1,296.8158
5556,15.6385,1.479592,57.75137
5557,97.81329,2.813712,570.7694
5558,66.23343,1.297753,620.884
5559,97.8791,2.473354,27.88028
5560,58.38772,1.060976,2.386156
5561,18.54083,1.49,-0.36382
5562,20.91502,1.548673,195.7954
5563,23.38978,2,5.500677
5564,45.89276,1.612676,525.1289
5565,19.275,1,136.8897
5566,77.27312,1.956897,-19.1957
5567,96.8479,2.223549,38.12932
5568,32.05107,1.925373,14.92784
5569,47.87541,1.980392,20.05012
5570,16.95051,2,-3.92636
5571,11.59509,1.896254,51.48594
5572,13.49585,1.711111,172.6757
5573,87.10546,2.833333,-19.2321
5574,36.06908,1.552381,490.718
5575,53.55951,1.317647,146.5791
5576,48.50615,2.198795,648.7239
5577,65.28762,1,64.69478
5578,4.363715,1.853659,55.00305
5579,89.4317,1.877551,489.4081
5580,3.635262,1.803922,102.8862
5581,50,2,394.0867
5582,12,1.651685,62.7802
5583,0,1.535714,49.96523
5584,0,1.903614,84.07953
5585,45.22445,1.738854,164.9799
5586,71.21099,1.677632,114.2071
5587,27.15554,1.107143,5.384685
5588,99.08754,2.377897,214.8123
5589,52.18068,2,361.0195
5590,96.37597,2.228814,140.5887
5591,52.65926,1.365385,158.4462
5592,90.44465,2.580645,139.2811
5593,100,2.837748,96.00789
5594,99.39824,2.928105,-20.0319
5595,19.87326,1.209677,185.133
5596,93.39295,2.011848,114.1195
5597,99.40362,3.329545,118.1964
5598,99.76786,1.990458,116.7357
5599,4.632671,1.116279,66.23748
5600,4.41989,1.405797,61.77142
5601,35.07412,1.375,106.106
5602,10.1194,1.88,-20.7904
5603,53.69156,1.761905,200.0873
5604,17.32739,1.616162,35.65676
5605,24.42724,1.817143,75.96391
5606,23.87171,1.45283,105.6299
5607,99.96818,2.771064,134.5167
5608,95.33166,2.5,152.7361
5609,29.80058,1.950147,22.72597
5610,72.38188,1.779221,186.0464
5611,80.70116,2.317365,139.051
5612,98.76882,2.62253,233.3287
5614,54.87008,2.018182,159.2257
5615,92.67832,2.4,218.5308
5616,58.52604,1.045455,502.3056
5617,4.092072,2.028571,481.9891
5618,3.177189,2,32.65494
5619,17.67397,1.901961,192.0593
5620,6.786517,1,687.683
5621,47.06382,2.435714,404.392
5622,85.97009,1.869159,30.24987
5623,79.32467,2.101695,31.28319
5624,23.61854,1.868571,212.4513
5625,0,1.851064,98.66175
5626,50.67344,1.879227,77.02427
5627,8.918697,1,132.3144
5628,98.98516,2.403609,103.5878
5629,93.74265,1.875,86.26336
5630,32.40941,1.163366,552.7605
5631,20.53273,1.321739,437.7194
5632,100,1.591304,165.1863
5633,11.74937,1,244.564
5634,16.42787,1.717647,212.5725
5635,48.74759,1.174603,432.1295
5636,33.91765,1.04717,185.4541
5637,13.06664,1.036842,160.3046
5638,28.70235,1,293.9032
5639,11.0116,1.064516,144.8033
5641,56.3188,2.044811,13.32149
5642,52.84983,1.990741,21.38794
5643,9.70666,1.002049,117.2875
5644,97.09462,2.477376,12.09259
5645,100,2.990099,244.0528
5646,99.21913,3.021164,226.8682
5647,94.31586,2.80597,163.8142
5648,42.85957,1.581081,102.2521
5649,17.99305,1.051813,42.54453
5650,99.82949,2.3298,106.3885
5651,53.35312,1.869565,13.19328
5652,59.89704,1.815668,417.3378
5653,90.54736,1.948718,473.5351
5654,95.55254,2.031034,144.1604
5655,29.70719,1.398058,33.34323
5656,17.20467,2.023077,219.6599
5657,38.36677,1.6875,-0.16791
5658,80.80663,2.447005,161.8306
5659,4.036024,2,-43.2394
5660,23.81236,2.048077,-13.6458
5661,14.62201,2.081712,-57.4265
5662,91.04904,2.235119,6.65347
5663,21.098,2,63.06235
5664,94.66175,2.756944,109.3457
5665,7.665505,1.842105,261.8734
5666,26.39419,2,131.878
5667,98.97224,2.563198,3.886381
5668,0,1.709091,367.6026
5669,79.86813,1.183673,544.3872
5670,6.458708,1.583333,606.9886
5671,31.06351,1.909091,437.8428
5672,48.19156,1.672727,59.23906
5673,13.89106,1.962121,51.5456
5674,72.0807,2.173315,396.7528
5675,48.67399,2,136.2017
5676,57.30592,1.908475,110.3991
5677,100,2,139.0258
5678,19.49717,1.738636,240.7095
5679,92.66323,2.112903,21.9761
5680,99.93388,3.131417,141.0984
5681,86.90897,2.033898,11.8589
5682,44.11946,1.957447,254.461
5683,26.0602,1.760417,84.06949
5684,97.64498,3.736299,139.9512
5685,44.77538,1.233333,149.1557
5686,99.85938,2.909524,221.5639
5687,64.20213,1.734266,83.31594
5688,56.91716,1.415179,450.6776
5689,64.25461,2.446429,4.348609
5690,95.97591,2.577778,70.84277
5691,30.09063,2.015152,379.1358
5692,25.49158,1.949153,45.73459
5693,21.47911,1.756303,74.846
5694,91.51108,1.824584,58.27687
5695,54.68052,2.138122,124.8457
5696,44.32334,1.320755,112.5042
5697,99.45001,2.729592,148.5554
5698,99.19867,2.04065,138.7412
5699,17.54612,1.4,71.14127
5700,94.17246,2.617647,128.2848
5701,77.9736,2.03125,152.3372
5702,38.27931,1.8,82.45294
5703,31.36344,1.938462,399.5891
5704,54.05704,2.031915,634.922
5705,55.01068,1.587156,114.0619
5706,25.6388,1.928571,122.878
5707,31.51163,2,92.29415
5708,51.64167,2.006623,680.5288
5709,88.4343,1.205882,19.443
5710,7.11953,1.346939,634.825
5711,23.96348,1.631579,155.2277
5712,22.34602,1.761538,190.197
5713,40.93989,1.875,210.7276
5714,15,1.93617,406.1151
5715,22.9192,1.979798,205.3777
5716,50.05444,1.818182,25.31556
5717,14.56424,1.303226,139.1009
5718,39.80015,2.009091,248.6716
5719,98.67393,2.955446,114.2858
5720,100,2.929412,70.45607
5721,40.8356,1.115486,487.4096
5722,99.92493,2.752475,258.8545
5723,50.03035,1.264151,98.07027
5724,100,2.123757,538.9231
5725,100,1.367347,130.2349
5726,38.36915,2.013699,181.4717
5727,87.77486,2.177083,164.7647
5728,32.83567,1.270833,193.9963
5729,90.36396,1.490909,58.00086
5730,61.37619,1.647059,240.9506
5731,16.3178,2,169.5613
5733,17.01096,1.956522,38.31784
5734,70.78174,1.989362,55.07039
5735,67.46696,1.58871,9.548982
5736,99.42744,2.478261,139.4426
5737,25.08165,1.994012,79.37579
5738,0.315644,1.9875,76.89709
5739,34.59226,2,115.5161
5740,9.061875,1.988462,88.32882
5741,1.941155,1.862366,126.4754
5742,15,1.757732,72.85422
5743,15,1.719298,160.0828
5744,19.26702,1.416667,614.615
5745,21.6178,1.680556,600.8859
5746,65.51262,2.273088,46.40474
5747,99.7971,2.982955,463.8849
5748,99.16965,2.7625,146.8838
5749,96.88061,1.5,342.0003
5750,70.99479,1.927374,259.8337
5751,38.64848,2.288462,199.4095
5752,98.0154,2.930233,200.1261
5753,20.57719,2,53.93087
5754,73.35783,1.254902,79.79373
5755,100,2.548596,1.557781
5756,100,2.496212,44.30456
5757,21.47264,1.837349,67.33555
5759,35.22252,1.973913,19.15763
5760,2.408156,1.978723,183.3725
5762,100,2.016484,116.7336
5763,99.74812,2.418069,426.7717
5765,62.89329,1.617021,15.2045
5766,53.42863,1.552795,3.400148
5767,47.51234,1.986667,217.511
5768,80.82684,2.478947,150.2859
5769,71.6486,1.848837,117.4143
5770,34.77886,1.89372,82.7438
5771,4.016014,1.866906,96.40052
5772,50.64253,2.093458,46.37581
5773,4.219554,2.404255,148.1918
5774,2.107153,2,292.1135
5775,35.02115,2.180328,566.4578
5776,1.797858,1.990338,259.716
5777,64.73988,1.216667,146.2196
5778,23.07111,1.196429,228.7021
5779,16.60071,1.165644,128.4235
5780,12,1.702326,543.4241
5781,43.78731,1.640625,129.582
5782,37.48561,1.041667,211.2909
5783,48.30636,1.824176,448.3847
5784,24.16394,1.666667,459.6289
5785,17.14066,1,29.00553
5786,0.939728,1.008152,78.45743
5787,44.61908,2.1375,144.2552
5788,25.97903,2.140562,85.1993
5789,55.88625,1.833333,67.89181
5790,25.08843,1.170213,473.5981
5791,96.62803,1.888889,449.8181
5792,71.35195,1.853933,56.6397
5793,100,2.777273,97.71599
5794,89.20753,2.075,142.5622
5795,96.72424,2.530462,116.5885
5796,99.8345,2.829787,225.7097
5797,96.50511,2.746479,69.76085
5798,25.31816,1.010638,78.33511
5799,99.81104,2.903226,16.25643
5800,61.95869,1.767442,141.7569
5801,99.41692,2.686935,98.49483
5802,17.71827,1.061765,36.70361
5803,89.03674,2.507614,39.31744
5804,99.57613,2.295455,1.579349
5805,62.24779,2.156863,27.50652
5806,42.52502,1.971429,67.64948
5807,54.68303,1.705394,14.61875
5808,99.33078,2.700837,110.7551
5809,11.1023,1.787529,111.0596
5810,42.85149,2.141689,48.62467
5811,54.15814,1.967742,90.26315
5812,99.74493,2.664516,60.134
5813,15.20223,2.038462,9.41085
5814,66.01485,2.377049,0.657391
5815,62.77189,2.409091,201.023
5816,7.006282,2.007752,215.056
5817,9.621104,1.980583,189.0023
5818,6.277715,2,53.02654
5819,55.77026,2.167442,120.4631
5820,48.34631,2.018797,114.1198
5821,7.259129,1.059701,602.4645
5822,40.4246,2.025281,136.0947
5823,52.25135,1.439252,366.1271
5825,100,2.350602,517.5127
5826,29.62364,1.178082,373.3578
5827,48.79588,1.220952,100.9599
5828,8.807805,1,436.632
5829,100,2.369048,223.0532
5830,67.54797,1.375,506.5891
5831,82.65321,2.263158,23.07668
5832,36.76911,1.346591,325.4062
5833,84.22274,2,399.2683
5834,39.07221,1.105263,171.9392
5835,34.76365,1.264706,107.0901
5836,81.24547,1.542056,214.2252
5837,15.13428,2.003058,483.4212
5838,98.09262,2.191956,33.62361
5839,10.56206,1.227451,197.3956
5840,95.53398,2.058065,169.0368
5841,97.17492,2.001708,497.1446
5842,97.89252,2.358824,119.2843
5843,42.77108,1.115942,207.9845
5844,21.59059,1.280612,133.6671
5845,53.35757,1.385714,10.27483
5846,56.98549,1.934783,17.11381
5847,75.72374,2.60396,35.92408
5848,6.753536,1.146226,200.831
5849,31.40315,1.429224,143.002
5850,4.888327,2.013514,46.84266
5851,65.68627,2.094488,175.5752
5852,12.57828,2.107143,142.8325
5853,46.62706,1.952756,54.3899
5854,95.52768,2.5,494.3659
5855,62.05128,1.720339,23.7015
5856,53.10345,1.648148,72.51755
5857,49.4352,2.090909,11.81001
5858,48.4899,2.178571,544.1679
5859,86.59172,1.62406,85.79593
5860,78.97656,1.592593,239.1285
5861,74.29038,1.954248,46.73978
5862,12.81013,1.941259,194.8316
5863,42.74377,2,8.718841
5864,56.12053,1.715543,62.11315
5865,97.15569,2.112319,50.75611
5866,78.69116,1.96368,153.8668
5867,62.85932,1.572917,188.4582
5868,94.72759,2.097297,-52.6749
5869,35.26526,1.77907,275.0463
5870,97.67898,2.274354,182.9906
5872,18.47331,1.504854,197.5457
5873,33.96714,1.702899,72.53406
5874,56.08316,1.532934,60.85982
5875,97.16359,2.177116,84.92504
5876,72.13364,1.333333,143.4826
5877,51.37599,1.776119,240.4151
5878,100,2.226087,3.722761
5879,47.44518,1.221311,60.44548
5880,99.08305,2.193333,92.36753
5881,99.52654,2.953642,184.3871
5882,10.24745,1.930233,73.84505
5883,56.65602,2.582278,174.4661
5884,100,2.427107,119.6197
5885,24.49181,1.041522,116.0961
5886,77.96112,2.158273,97.57471
5887,25.43278,1.983051,164.008
5889,10.50745,1.795699,96.39261
5891,45.80444,2,207.2556
5892,87.08021,1.977273,189.4972
5893,16.33514,2.019231,278.553
5894,32.51553,1.45082,55.47036
5895,45.37192,1.928571,164.9967
5896,64.71805,2,182.8283
5897,62.45665,1.826087,343.061
5899,99.90212,2.869828,190.1059
5900,100,3.904762,136.8131
5901,98.93541,3.609756,291.2123
5902,100,2.952941,146.853
5903,12.79645,2.010169,315.0426
5904,42.18069,1.819672,118.6481
5905,47.66636,2.062016,110.483
5906,99.80406,2.395734,102.4016
5907,29.3345,1,185.6226
5908,76.42971,2,323.1614
5909,55.59987,1.735849,185.1808
5910,19.14244,2,185.1992
5911,38.94802,1.960702,407.6724
5912,23.14337,2.018692,117.2387
5913,97.74552,2.555556,328.2096
5914,8.054933,1,521.0928
5915,3.988327,1,124.5512
5916,93.47927,2,170.1706
5917,10.83801,1.544503,403.9487
5918,5.090403,1.314917,15.37269
5919,18.69353,1.765766,179.6669
5920,97.82798,1.646154,26.81146
5921,27.39414,1.605263,185.0151
5922,96.64482,2.209722,-14.4499
5923,41.81572,1.160804,27.61492
5924,73.86633,1.55794,118.5322
5925,79.98528,1,158.4711
5926,98.42769,2.263966,124.1875
5927,91.05013,2.054878,219.7437
5928,99.48417,2.771739,122.9319
5929,11.62748,1.070081,151.0267
5930,15.689,1.945055,123.9626
5931,59.06263,2,68.88633
5932,15.26403,1.706349,530.5449
5933,39.89497,1.584906,687.4277
5934,46.41604,1.913793,666.3
5935,32.25233,1.561644,553.6283
5936,50.69832,1.323263,126.809
5937,9.16955,1.704545,91.20982
5938,11.30435,2,92.70452
5939,10.82787,2,438.9895
5940,17.13438,1.558824,17.13025
5942,48.92761,2.116564,156.6318
5943,97.07904,2.469388,129.9749
5944,84.39209,2.429967,131.785
5945,16.56932,2,158.3456
5946,9.929844,1.935185,170.1889
5947,2.456367,1.894737,314.748
5948,98.38522,2.493392,24.31672
5949,26.95974,1.416667,0.189176
5950,71.42774,2.03,183.5762
5952,38.36086,1.939394,112.9704
5953,3.479873,1.683333,5.867098
5954,60.28892,1.849558,170.4722
5955,53.14095,1.864516,156.616
5956,17.33579,1.747748,148.5968
5957,78.43061,2.023355,324.5877
5958,72.30145,2.240506,71.998
5959,49.85807,1.387097,151.2053
5960,90.90909,2.489362,64.20234
5961,99.79039,2.834532,430.5587
5962,79.49319,1.406143,356.4167
5963,94.33092,1.7251,481.381
5964,0.080332,1,35.78706
5965,20.86927,1.163223,27.68321
5966,33.05746,1.249509,100.6567
5967,17.19457,1.136364,48.18023
5968,65.55114,1.817708,58.77143
5969,98.06959,3.092562,58.95185
5970,15.39994,1.047297,60.16957
5971,24.00733,2.050761,66.73389
5972,57.79137,2.04,14.71887
5973,23.447,2.067797,6.997098
5975,5.851405,1.042735,32.07143
5976,40.61158,1.160377,27.65019
5977,10.21679,2,-9.53284
5978,3.713331,1.222222,83.75698
5979,83.20882,2.02615,177.1184
5980,95.2858,2,270.1224
5981,81.97349,2,125.4492
5982,84.88055,2,0.047715
5983,79.59877,1.81323,26.28909
5984,75.18349,1.810345,274.2716
5985,67.61972,1.225434,88.03533
5986,91.44781,1.269231,169.0718
5988,63.74815,1.908046,255.9081
5989,85.94841,2.413636,105.1088
5990,85.33333,2.083333,68.97457
5991,39.98083,1.65625,170.8023
5992,23.86567,2.01548,163.1983
5993,12.56812,2,180.2658
5994,76.0725,1.133333,215.0984
5995,100,2.750769,172.7027
5996,70.32207,2.37037,76.52517
5997,42.90117,2.180645,172.7672
5998,17.65044,1.704403,540.3466
5999,85.52202,1.764706,50.60478
6000,60.80467,2,230.5143
6001,53.22067,1.16,35.80977
6002,4.001186,2,51.65164
6003,26.53807,1.926829,56.79471
6004,20.64193,2,-28.6233
6005,17.46362,1.975768,185.4487
6006,83.00854,2.107692,515.6822
6007,39.78463,1.767635,40.61337
6008,51.06619,2,30.5769
6009,99.4919,3.423126,82.78095
6010,93.39534,2.471074,103.0426
6011,99.86664,2.93617,148.3566
6012,1.801503,1,56.49895
6013,10.75146,1,29.60476
6014,100,3.114911,9.218099
6015,60.37234,1.336066,26.06886
6016,21.59739,1.981982,247.9123
6017,70.24266,1.873563,123.3641
6018,20.06757,1.6875,85.97625
6019,42.24056,1.558824,216.2418
6020,26.09422,1.090164,207.2969
6021,81.76788,1.9,239.7912
6022,1.944816,1.932203,206.0788
6023,4.07681,1.951613,319.8024
6024,47.56554,1.804348,103.3994
6025,84.5574,2.023166,89.58767
6026,74.79084,1.852713,210.4759
6027,39.90438,2,267.2441
6028,23.61379,1.232143,100.6495
6030,34.3414,1.055556,106.4909
6031,75.11754,1.227273,51.14387
6032,48.59238,1.184211,80.56384
6033,24.29268,1.034884,561.568
6034,29.70482,1.454839,127.7664
6035,82.85714,1.058824,96.67856
6036,14.523,1,21.79972
6037,49.80535,2,112.2451
6038,12.50395,1.008499,123.8144
6039,98.81162,2.959417,33.09747
6040,28.64002,1.03125,111.4761
6041,76.17621,1.288462,157.2261
6042,5.83245,1.707317,135.2155
6043,91.06608,2.192308,129.0934
6044,99.11471,2.882963,166.0584
6045,81.8408,2.12766,112.0509
6046,99.91148,2.471396,27.12063
6047,29.9247,1.20625,609.7252
6048,69.07126,1.885794,479.3932
6049,73.43148,1.9,573.7861
6050,28.34453,2.467797,1.60843
6051,52.12457,2.23125,14.17541
6052,97.47706,2.638814,640.3169
6053,4.509284,1.899598,87.36162
6054,71.22162,1.944056,56.30957
6055,1.111211,1.923858,109.8446
6056,78.17093,1.909091,20.71651
6057,86.66667,1.745455,-2.97753
6058,48.19483,1.606218,63.64829
6059,69.57934,1.441379,288.4906
6060,20.94017,1.947368,91.08042
6061,27.10774,1.53125,42.04305
6062,25.60206,1.291139,241.0646
6063,62.53273,1.774848,286.1711
6064,30.38227,1.231884,158.9736
6065,77.80847,2,126.4479
6066,59.48333,1.256966,12.29993
6067,94.39221,3.142857,157.6628
6068,82.50774,1.057592,34.69699
6069,57.64431,2.651163,85.75916
6070,100,2.403141,43.99523
6071,12.04135,1.727273,40.05203
6072,24.38949,1.625,66.80138
6073,64.27424,1.541872,42.60836
6074,100,2.356322,48.63776
6075,48.47375,1.146067,82.1847
6076,99.15183,3.029991,18.3508
6077,99.36645,2.879673,624.6297
6078,60.65947,2.487179,30.66637
6079,4.867331,1.970297,157.0823
6080,3.145442,2.008621,24.59277
6081,92.0439,1.586207,224.5474
6082,24.52074,2.219858,517.26
6083,65.49412,1.717314,298.7304
6084,59.03008,2,449.6802
6085,34.85846,1.521505,25.76309
6086,69.73294,1.621053,280.339
6087,91.32661,1.587361,150.9999
6088,94.60118,2.276276,96.54906
6089,68.94889,2.300971,128.3798
6090,50.34965,2.261538,463.7621
6091,37.7129,1.985714,-16.4678
6092,9.383578,1.015448,127.0956
6093,49.36657,1.397849,41.69062
6095,90.73746,2,219.4054
6097,87.2945,1.366197,200.2948
6098,65.9146,1.395062,127.4876
6099,13.15096,1.008929,122.4201
6100,59.27303,2.096774,301.8756
6101,2.043011,2.014815,127.7182
6102,25.75429,2.183453,73.39156
6103,13.80069,1,112.8659
6104,8.844834,2,108.8461
6105,2.905864,1.774194,179.6848
6106,38.51998,2.378277,114.8541
6107,11.989,1.857143,659.6568
6108,20.57692,2,86.05124
6109,19.57882,1.003559,216.4682
6110,52.19626,1.933333,495.8781
6111,43.62667,1.256522,127.4557
6112,41.66726,2,137.2492
6113,68.40805,1.190476,183.92
6114,17.29496,1.96748,341.971
6115,49.10056,1.419118,62.74085
6116,32.30349,1.04485,573.7651
6117,61.72258,2.028674,580.0387
6119,21.779,1.083744,240.4506
6120,57.30637,1.782258,6.972492
6121,48.22821,1.052632,43.3238
6122,48.33063,1.517241,75.14514
6123,90.29339,1.652968,82.32355
6124,94.0265,2.231481,162.7178
6125,56.1474,1.384615,282.4014
6126,31.99898,1,106.492
6127,39.59494,1.015385,143.5953
6128,95.36444,1.976879,180.9174
6129,99.87937,1.932331,209.2571
6130,22.44898,1.129496,465.396
6131,98.66028,2.404896,149.729
6132,21.36389,1.928571,205.4583
6133,38.58713,1.488818,2.969776
6134,100,2.876059,74.52984
6135,29.72345,1,23.46241
6136,97.55339,2.281818,60.33685
6137,100,2.852071,19.87439
6138,76.63551,2.022727,114.0849
6139,87.43061,2.595506,109.5251
6140,63.9709,2.43662,39.52328
6141,11.87586,1.828402,78.48195
6142,71.86928,1.679825,21.49934
6143,89.38246,2.122302,126.3072
6144,47.73173,1.110345,-4.23374
6145,30.10118,1.414286,72.07396
6146,1.38559,1.479167,40.04458
6147,26.82171,1.565574,101.8987
6148,90.97539,1.47619,118.6035
6149,99.1729,1.891304,147.7662
6150,11.72985,1.962457,28.89437
6151,66.60313,1.986207,260.089
6152,61.75269,1.700581,31.33423
6153,98.06682,3.283753,249.3223
6154,94.82965,1.925373,98.08112
6155,51.59048,1.685484,246.3236
6156,87.33604,2.063613,116.1483
6157,99.87036,2.928571,30.74636
6158,77.45283,2.04,153.5347
6159,44.52645,1.393443,152.7933
6160,36.68535,1.393035,9.758283
6161,32.69108,1.440945,141.7216
6162,15.24721,1.745665,55.49602
6163,23.00237,1.12931,91.30976
6164,92.6049,2.471014,143.5107
6165,80.74479,2.329395,220.5089
