OID_COPY_1,Canopy_Damage_Percent_MEAN,Soil_Burn_Severity_MEAN,RBR_MEAN
24633,52.67198,2.806061,378.9952
24634,93.41885,2.943052,233.0434
24635,99.29155,2.697479,249.196
24636,52.20903,2.166667,175.6741
24637,74.06716,2.714286,431.2
24638,86.67363,2.220472,74.98949
24639,77.60326,2.212871,547.3294
24640,63.68649,2.146341,590.5555
24641,28.59922,1.952381,427.9194
24642,99.22332,2.893713,399.1436
24643,92.73872,2.542169,124.8253
24644,92.08677,2.893889,502.0924
24645,27.17126,2.1,164.261
24646,61.46928,3,484.8619
24647,54.73635,2.9375,76.59701
24648,28.17686,2.267176,211.9263
24650,32.31476,2.414063,270.5139
24651,100,3,66.59987
24652,100,2.622951,95.29009
24653,93.16779,3.20438,473.483
24654,62.88043,2.659091,131.1984
24655,29.81078,2.788889,170.2986
24656,96.03749,2.464531,527.9418
24657,67.74942,3,243.0072
24658,25.36728,2.046512,220.299
24659,45.22214,2.030405,596.8164
24660,13.00616,2.245455,135.6253
24661,86.59441,2.135802,247.4674
24662,34.15915,2.133603,187.7341
24663,100,2.252632,302.5699
24664,95.5133,2.405634,28.88998
24665,100,2.97037,589.6731
24666,83.32623,2.604938,121.3467
24667,99.08931,2.685714,100.5606
24668,97.83402,3.702222,208.4923
24669,48.93869,2.422111,177.8148
24670,42.99574,2.416667,175.4089
24671,41.23407,2.965217,99.13571
24672,100,2.95082,194.0202
24673,100,3.001656,90.87361
24674,100,3,315.701
24675,97.89128,3.045236,256.6978
24676,99.59917,2.855932,80.30276
24677,29.73282,2.698113,112.3311
24678,87.10658,2.722078,91.65632
24679,48.45004,2.269565,162.4478
24680,93.10047,2.75398,372.5423
24681,94.06404,2.576616,574.3687
24682,70.63795,2.920168,465.3268
24683,10,2.043956,170.2254
24684,65.44669,2.981481,436.5095
24685,30.45455,2.025316,572.8409
24686,100,2.864198,145.2108
24687,33.93332,2.713514,589.3671
24688,72.20405,3.329609,207.9112
24689,100,3.281385,168.548
24690,79.30195,2.021978,120.6273
24691,32.09168,2.729373,115.4618
24692,30.84693,1.956522,149.0207
24693,30.91164,1.919014,24.90269
24694,91.69521,2.387097,194.2989
24695,99.85211,2.623188,328.4233
24696,99.91101,3,39.29107
24697,37.9207,2.57,151.4235
24698,46.53628,2.181034,95.68527
24699,29.13753,2.375,258.8177
24700,19.88889,2.428571,212.1554
24701,82.48835,3,440.7983
24702,54.22925,2.52809,223.9893
24703,64.63324,1.931818,230.65
24704,100,2.671642,170.1187
24705,67.35578,2.973333,194.3766
24706,95.55041,2.850554,371.8464
24707,70.77114,2.269841,542.0647
24708,49.17371,2.979592,212.6873
24709,75.49801,2.934211,134.8587
24710,57.83912,2.941909,108.1842
24711,71.81606,3,245.9064
24712,22.32728,2.152866,583.5096
24714,44.71708,1.964602,192.2367
24715,33.66534,2.511111,163.0056
24716,91.08123,3.064677,159.2659
24717,99.62898,3.787086,170.7127
24718,58.41969,2.378378,71.26939
24719,47.03714,2.240964,369.3138
24720,98.47854,2.779037,84.46237
24721,98.53464,2.768435,549.813
24722,95.36691,2.548837,254.2616
24723,96.42932,2.627612,47.62322
24724,100,2.796748,621.8236
24725,98.76957,2.902326,79.88536
24726,33.52644,2.091667,132.6898
24727,70.14109,2.66129,284.0372
24728,98.19205,3.017903,230.8358
24729,72.54902,2.346457,205.9485
24730,78.31953,2.982394,171.1872
24731,86.62937,2.446154,112.8208
24732,67.06406,2.612903,125.4988
24733,66.1633,2.918919,203.0468
24734,50.32324,2.585938,378.0712
24735,25.06177,2.020619,13.22299
24736,100,3,88.21913
24737,49.50209,2.088608,206.0859
24738,97.82436,2.680203,519.016
24739,62.88935,2.666667,2.678147
24740,58.98546,2.653226,181.4742
24741,52.66777,2.411765,244.1459
24742,24.8114,2.754386,242.486
24743,37.45273,2.641509,519.2172
24744,63.81923,2.381679,181.2442
24745,73.36396,2.613811,265.2482
24746,79.70917,2.565036,379.2207
24747,100,2.708609,120.8244
24748,100,2.176871,179.5635
24749,61.54399,2.653846,161.6375
24750,56.61411,2.833333,170.7303
24751,93.78731,2.997097,146.9396
24752,96.76535,3.013333,126.2431
24753,47.86895,2.382353,320.468
24754,39.55245,2.065789,164.813
24755,0,3,392.0533
24756,0,3.025586,88.46327
24757,93.40009,2.95873,276.6084
24758,78.91559,3.336066,537.8578
24759,23.9881,2.25641,67.19482
24760,100,3.136585,104.4381
24761,79.46537,2.609756,161.4192
24762,60.42858,2.930131,534.3053
24763,76.32272,2.465347,511.0004
24764,53.39426,2.935714,533.0291
24765,24.29293,3,112.4293
24766,85.72072,2.794872,182.5732
24767,43.52263,2.428571,210.4715
24768,96.65262,2.461053,200.7854
24769,38.90132,2.322917,76.37966
24770,95.99015,2.81383,152.644
24771,97.83694,1.965,95.42329
24772,93.76607,2.5,218.5013
24773,51.40247,2.502041,73.32999
24774,24.88528,2.433657,366.1094
24775,6.414542,1.802469,314.6279
24776,91.37482,2.076923,581.3113
24777,36.21019,1.929825,302.2032
24778,40.91816,1.575221,270.9224
24779,45.14988,2.304598,658.0621
24780,11.47976,2.688889,122.7291
24781,74.74847,2.984127,172.9394
24782,91.95319,2.795455,105.2504
24783,99.63695,3.229268,253.9094
24784,100,2.089109,429.0439
24785,20.57547,2.177273,281.9139
24786,40.14321,2.266667,610.2871
24787,66.80955,2.076923,553.8828
24788,84.85523,2,208.702
24789,96.65629,2.815673,345.2978
24790,7.045161,2.916667,132.6472
24791,51.38517,2.970803,248.105
24792,45.97272,2.755556,441.6424
24793,73.06915,2.59375,204.8228
24794,13.41316,2.690367,82.68073
24795,99.73813,2.962121,183.196
24796,57.01377,3,106.4887
24797,100,2.666667,294.3633
24798,100,2.980315,162.2705
24799,89.1294,2.87931,494.0414
24800,98.8019,3.430809,597.4415
24801,100,3.102804,103.9002
24802,100,3,57.69077
24803,99.50023,3.604651,95.62535
24804,32.6258,2.084211,48.67215
24805,3.813636,2.927711,164.8581
24806,67.41631,2.62605,137.3012
24807,98.78601,2.881503,627.2956
24808,35.77276,2.034483,151.8433
24809,70.47184,2.470588,74.03592
24810,25.4863,2.21831,117.6495
24811,97.92832,2.108787,135.0789
24813,99.67201,2.813433,174.1397
24814,31.07596,2.344538,144.6536
24815,84.17603,1.92,117.1722
24816,37.61445,2.868852,530.3497
24817,6.051437,1.9375,153.9322
24818,99.86186,2.912621,189.8338
24819,75.11271,2.152941,193.0253
24820,60.7532,2.6875,255.6454
24821,18.61396,2.075862,218.2898
24822,60.3806,2.909091,203.7158
24823,44.71997,2.367089,204.1906
24824,84.7619,2.04375,125.7996
24825,69.95651,2.495652,2.897298
24826,94.86561,2.627119,150.8677
24827,7.275748,2.603774,189.1754
24828,84.34409,2.964706,624.0952
24829,72.61766,2.809524,664.8053
24830,100,3.632075,119.5259
24831,47.02381,2.728571,167.4681
24832,24.97273,2.330677,338.6889
24833,70.07722,2.597101,300.1891
24834,71.63614,2.757009,281.7344
24835,95.39154,2.484536,360.1301
24836,96.10339,1.953416,496.2959
24837,96.71177,2.726678,588.3381
24838,55.78794,1.844262,193.915
24839,0,3.028571,123.5062
24840,18.04648,2.148148,569.0537
24841,88.88048,2.58,206.632
24842,55.02376,2.859551,307.4802
24843,31.1598,2.10084,179.5557
24844,0.198377,2.041451,211.5881
24845,15.64644,1.711712,273.1479
24846,72.77856,2.653226,165.9614
24847,34.06739,2.635802,69.42778
24848,0,3.142857,622.6565
24849,96.13562,2.707792,105.2199
24850,19.40315,1.883212,250.503
24851,98.68245,3,142.5861
24852,33.03556,2.235955,257.2208
24853,99.02425,2.166667,230.9574
24854,41.78532,2.39375,167.1443
24855,94.32471,2.608108,143.8258
24856,69.60843,3,166.5427
24857,75.17803,2.705882,313.6863
24858,46.18808,2.393258,383.7244
24859,12.47166,1.965517,518.8132
24860,84.57088,2.568182,322.6511
24861,98.67785,2.416,115.754
24862,100,2.732673,154.8846
24863,78.65856,2.909953,319.639
24864,65.5879,2.851528,285.1523
24866,93.79484,2.640988,98.84415
24867,45.85824,2.259434,52.36193
24868,100,2.809091,227.5661
24869,65.42767,1.925926,330.5019
24871,100,3.16,225.6835
24872,35.52325,2.485714,573.5316
24873,38.16169,2.853333,150.5664
24874,41.38596,2.571429,594.6109
24875,54.56879,2.904959,234.7241
24876,93.91806,2.554367,187.3467
24877,70.41733,2.4,165.0346
24878,50.52043,2.337079,113.2138
24879,11.8007,2.380952,124.5805
24880,99.4235,2.19403,114.4577
24881,63.76812,2.868852,249.3925
24882,27.90813,2.148148,259.6467
24883,75.40161,2.391304,161.7945
24884,70.14863,2.741722,191.9474
24885,100,3.055921,296.8098
24886,82.408,2.078431,296.1431
24887,17.71658,2.674074,160.4632
24888,87.60294,2.654762,108.567
24889,96.14932,2.863636,53.87947
24890,14.05714,1.860465,185.9873
24891,9.534168,2.829574,162.0436
24892,64.55037,2.972973,34.35571
24893,99.04554,2.843318,57.83699
24894,100,2.027295,18.00214
24895,91.43521,3,110.3353
24896,94.72319,2.911573,259.5147
24897,93.55359,2.421053,544.6699
24898,18.03279,2.945455,309.6567
24899,89.59264,2.613115,175.9918
24900,97.96092,2.381862,103.6363
24901,41.24854,2.863636,209.512
24902,34.9665,2.956616,163.0566
24903,75.6297,2.885965,471.9269
24904,93.65169,3.242836,42.11513
24905,11.77128,2.552795,123.3536
24906,29.60851,2.5,184.2938
24907,20.24133,2.377049,182.6899
24908,98.57837,3.368681,25.16972
24909,34.97434,2.8,242.7462
24910,94.5769,2.72,145.3378
24911,92.24356,2.292135,246.3435
24913,92.14653,2.625641,259.9922
24914,69.22757,2.25,231.174
24915,93.81338,2.640127,568.2094
24917,18.25012,2.190184,641.0328
24918,22.90503,2.317881,449.2081
24919,70.63694,2.022989,614.9678
24920,93.47469,2.670732,129.2037
24921,11.32915,2.345588,64.78817
24922,67.55355,2.835106,181.8361
24923,50.69388,2.067416,566.1268
24924,97.68005,2.993169,81.6384
24925,94.36688,2.672447,304.358
24926,50.59761,1.885246,101.743
24927,41.58213,2.257143,277.247
24928,83.84197,2.161972,418.8622
24929,96.36449,2.372449,497.7549
24930,97.69061,3.474178,173.0702
24931,40.37842,2.309524,156.076
24932,54.04987,2.852564,201.5643
24933,42.74354,2.873684,151.4465
24934,75.223,2.899225,578.0712
24935,97.59481,2.828283,112.2937
24936,27.58732,2.707071,161.51
24937,35.04348,2.90991,3.034081
24938,87.60803,2.304843,184.9414
24939,11.59838,2.357143,89.90201
24940,27.44613,2.288136,110.2553
24941,77.90363,1.964912,230.9321
24942,15.24484,2.687075,420.6961
24943,66.48211,2.258824,49.39564
24944,51.70082,2.22093,315.4912
24945,99.71072,2.992565,455.2144
24946,99.73977,2.993902,616.8694
24947,92.52771,2.779221,99.33561
24948,70.49221,2.589041,109.2297
24949,94.92804,2.731183,213.2769
24950,98.75055,3.041176,197.3973
24951,97.90824,2.666667,183.4142
24952,91.33094,2.16092,152.4804
24953,37.92605,2.293103,323.4979
24954,29.43984,3,217.2252
24955,95.307,2.926829,478.4554
24956,90.06338,2.46875,61.24133
24957,40.65965,2.727273,222.2353
24958,91.16353,2.72885,192.6244
24959,10.32667,2.566298,127.661
24960,97.49713,2.96281,10.19941
24961,95.83518,3.241582,144.5254
24962,64.32787,1.979167,270.2136
24963,78.02688,2.622776,153.7688
24964,99.30838,3.153846,638.3464
24965,98.01894,3.553965,522.69
24966,76.25826,2.042105,146.6646
24967,19.75277,2.640523,228.5202
24968,99.47127,2.629428,69.25116
24969,100,2.22,119.5248
24970,52.34204,2.075,127.756
24971,35.30339,2.27907,291.5182
24972,100,1.641221,227.2208
24973,67.16636,2,345.4733
24974,52.37895,2.184211,199.7077
24975,97.88647,2.059701,78.08071
24976,87,2.851632,208.5289
24977,98.29611,2.513333,309.7838
24978,94.58255,2.700599,553.3134
24979,69.14286,2.602941,221.5792
24980,99.82936,2.905473,176.6916
24981,98.05652,2.98,302.2333
24982,71.99571,2.119048,229.0653
24983,99.19943,3.363354,124.248
24984,30.80331,2.189474,434.4549
24985,48.40222,2.27193,94.28759
24986,99.39004,2.888587,383.267
24987,30.47777,2.478873,556.4691
24988,50.46282,2.59322,50.64684
24989,69.21508,2.440678,149.7349
24990,54.38553,2.7,116.6367
24991,85.63492,2.533333,112.0468
24992,75.32294,2.914573,295.8928
24993,33.2352,3,267.712
24994,90.89606,2.180851,81.74531
24995,96.43161,2,106.6626
24996,32.2583,2.594183,315.8729
24997,70.95078,2.208791,266.4279
24998,79.49198,2.956897,99.21813
24999,57.33138,2.165217,219.708
25000,4.135461,2.898113,226.2174
25001,97.33377,2.878465,465.7551
25002,95.89942,2.9,195.3253
25003,99.66137,3.023148,90.34079
25004,24.88408,1.707317,185.6945
25005,36.819,1.78022,338.9747
25006,24.64976,1.892157,83.91562
25007,98.77879,3.358696,74.7561
25008,43.32081,2.392523,171.9101
25009,95.95482,2.905569,339.9677
25010,97.81522,2.378151,368.9409
25011,29.16498,2,366.0526
25012,11.61414,2.37037,430.6323
25013,92.8289,2.75463,312.6102
25014,99.95589,2.369146,60.20604
25016,96.68982,2.725806,274.2721
25017,29.20477,2.485714,398.914
25018,80.69642,2.901408,144.1847
25019,97.16571,2.884977,128.1814
25020,69.76404,2.660714,243.2091
25023,81.33656,2.915832,510.4713
25024,69.93254,2.96875,45.46541
25025,39.19835,2.014925,80.8796
25026,91.22682,2.208333,98.575
25027,65,3,592.0762
25028,8.385195,2.207547,174.706
25029,23.38573,2.096386,296.1185
25030,25.05265,2.946429,203.2206
20109,61.92748,2.46875,165.4023
20197,93.19349,2.917647,281.7827
20336,74.05573,3,134.3305
20407,98.87097,2.52381,250.188
20604,74.13362,1.934426,156.4182
20631,30.35046,2.818182,54.67305
20655,63.51696,3,61.69743
20659,70.54795,2.75,22.03806
21017,32.13213,1.903614,274.1179
21074,42.0339,1.658537,41.30999
21081,41.72414,2,160.6591
21109,76.97727,2.769231,122.7439
21164,96.40921,2.044444,404.6556
21418,92.82895,3,281.9347
21587,31.73691,1.722222,113.7028
21712,70.93791,1.723684,205.1747
21742,28.34356,2,206.1251
21772,22.52174,2,253.5574
21786,87.48663,2.071429,656.635
21837,44.94593,2.833333,181.1605
21907,94.45289,3,246.6951
21935,49.49174,2,182.8598
21982,83.49859,2.230769,523.2299
22084,55.82255,1.935484,393.509
22112,33.65768,1.958333,164.4483
22125,65.12739,1.872727,168.0886
22150,23.46154,2.807692,218.8042
22201,46.25612,2.029412,73.00522
22336,63.99854,1.891304,69.10979
22430,74.29194,2.388889,184.8244
22570,83.72294,2.375,84.13559
22573,76.50984,3,155.9154
22670,20.50448,2,98.76738
22698,23.59712,1.796296,435.9649
22756,100,2.902439,560.7997
22761,82.63889,2,169.9917
23005,40.38572,2.397849,212.8336
23016,5.345317,2.133333,311.477
23024,100,3,387.2969
23167,47.18277,2.449275,325.6315
23182,46.31656,1.958333,320.0118
23321,93.06723,2.911111,208.4558
23382,12.02779,2.243902,161.4919
23435,11.94922,2.236842,182.6839
23497,77.02889,2,182.1453
23499,44.02311,2,219.927
23648,20.17429,2.574468,227.4877
23702,96.14561,3,61.01136
23826,60.49923,1.818182,311.0732
23914,71.98627,2.688889,593.52
23952,96.10706,2.692308,210.5147
23953,61.53589,2.777778,217.9363
24015,80.46472,2.470588,647.522
24123,2.701854,1.901961,624.5205
24124,13.67292,2.5,120.2174
24129,99.66245,2.219512,171.9416
24316,93.49699,2.630435,381.6334
24374,98.35443,3,219.4166
24386,90.62715,1.906977,203.5122
24423,62.13666,2.604167,140.5062
24462,98.24766,2.642857,250.3702
24557,21.97615,3,138.8445
24649,6.304929,2.520833,185.0326
24713,2.953488,2.328125,171.445
24812,100,2.769231,254.9079
24865,100,2.821429,352.4778
24870,76.34961,2.428571,253.2795
24912,94.81409,1.886364,224.2567
24916,27.65835,2.915254,566.9954
25015,100,1.409639,342.1185
25021,87.30994,3,246.6081
20881,4.607978,,658.3946
21096,11.86441,,78.16971
21159,14.26505,,117.0714
21202,28.99579,,425.4013
21447,18.8886,,152.3999
21563,75.41037,,155.7653
21576,10.94412,,232.9963
21676,3.61991,,237.5261
21975,76.51566,,262.0598
22072,4.044874,,213.0945
22095,0.638276,,164.8691
22207,13.06818,,239.0193
22359,3.361467,,246.7085
22455,1.302719,,83.66892
22599,2.309913,,94.96511
22679,1.886391,,217.8569
22683,2.130943,,124.9549
22723,8.143687,,102.3007
22797,20,,255.7947
22861,16.63797,,381.282
22868,91.00346,,529.8369
22895,14.62398,,262.5165
22929,100,,189.0171
22933,100,,47.49135
22947,34.85819,,581.9944
22956,8.974359,,72.49245
23116,100,,483.4431
23136,66.28571,,332.9821
23407,1.451739,,107.1857
23447,5.596226,,79.22675
23486,24.05706,,249.6429
23487,6.933911,,365.879
23550,20.95387,,165.6548
23558,3.053851,,137.9636
23587,82,,83.67353
23588,31.9971,,252.7769
23592,66.84783,,317.046
23624,18.05399,,220.9762
23688,64.15838,,244.1301
23716,31.31204,,189.3573
23730,83.93352,,231.0698
23732,0.935242,,140.6858
23737,30.78106,,222.7523
23820,0.461144,,242.4678
23873,6.472838,,85.84044
23902,34.02728,,99.04805
20902,66.28849,,65.86356
25031,71.72169,2.858447,229.6671
25032,95.16569,2.723776,244.4216
25033,97.37224,3.122727,581.2764
25034,87.75948,2.746377,207.0939
25035,45.93865,3,200.5786
25036,96.52023,2.747423,346.1672
25037,100,3.028302,426.7388
25038,100,2.921296,514.6496
25039,22.44512,2.361371,101.4185
25040,38.62477,2.62963,124.1997
25041,74.5634,3,201.7931
25042,96.04798,2.612764,382.4817
25043,98.50716,2.295692,285.4847
25044,9.596475,2.217195,62.5547
25045,57.82221,2.479705,171.1257
25046,62.53348,3,140.3245
25047,28.32389,2.683824,149.2007
25048,67.9866,1.977778,142.9174
25049,99.04514,3.011507,429.5728
25050,99.07101,2.732283,273.7152
25051,98.94435,2.028213,242.5496
25052,76.38752,2.983333,439.0264
25053,79.05789,2.894737,270.9049
25054,81.34139,2.487179,224.5259
25055,39.83345,3,179.7629
25056,100,2.769231,450.5257
25057,37.0791,2.914634,150.639
25058,94.22916,3.611429,596.9306
25059,37.42674,2.493827,150.0268
25060,93.50836,2.9729,276.6317
25061,38.41135,2.911765,169.5159
25062,99.38047,2.74744,389.2342
25063,42.27962,2.801802,111.0748
25064,95.16129,2.435897,269.698
25065,92.29872,2.917355,152.301
25066,67.80303,2.930876,122.1774
25067,57.35571,2.382022,222.3607
25068,69.71714,2.724138,114.5559
25069,59.77239,2.326087,181.7386
25070,39.13244,2.125,141.7918
25071,48.29578,2.590164,171.7544
25072,99.4522,3.25641,624.2548
25073,54.86917,2.207865,151.2182
25074,94.2576,2.507909,297.2404
25075,71.82099,2.603448,161.097
25076,98.25381,3.448718,589.2611
25077,3.429768,2.821138,136.0441
25079,32.67659,2.711409,161.7012
25080,56.1665,2.486911,148.5505
25081,97.47734,2.904762,136.4995
25082,47.83083,3,476.4812
25083,96.8869,2.819742,396.9849
25084,71.74061,2.802721,198.861
25085,98.6755,2.666667,263.5356
25086,70.14889,2.948905,233.7973
25087,99.5246,2.697297,375.7048
25088,99.5794,2.6621,340.1625
25089,98.51744,2.811966,466.4723
25090,90.64385,2.59596,194.5605
25091,93.01871,3,278.108
25092,25.02417,1.992701,84.91212
25093,55.7027,2.838235,90.93006
25094,16.59988,2.777778,78.96316
25095,44.92213,2.543478,126.9775
25096,95.27604,2.1,218.0027
25097,100,2.83871,245.4615
25098,78.48101,3,474.0831
25099,100,3,482.8123
25100,94.41938,1.857143,221.4769
25101,8.428981,1.8,52.43378
25102,20.44359,2.980392,193.417
25103,91.78867,2.296296,340.9381
25104,44.18994,2,89.69211
25105,98.62637,3.639586,670.2088
25106,91.05023,2.356164,261.1399
25107,99.64833,3,622.7815
25108,95.33046,2.67,420.4319
25110,35.07513,2.988372,211.1052
25111,52.84468,2.117021,98.91783
25112,84.87548,2.726415,138.5234
25113,40.91168,2.448819,111.9776
25114,48.9849,1.954248,175.8675
25115,91.90709,1.407583,204.3757
25116,35.43344,2.149068,15.95458
25117,55.96774,2.04878,106.4377
25118,76.18617,2.092105,154.7589
25119,80.82868,1.182796,161.5511
25120,100,2.685185,-29.4087
25121,93.88885,2.762332,374.5176
25122,53.32053,2.30531,176.6593
25123,33.60694,2.381356,173.7782
25124,76.38266,2.153846,133.2681
25125,43.44348,3,111.6166
25126,87.73646,2,119.0904
25127,57.593,2.147727,149.7724
25128,21.35897,2.433333,277.0938
25129,66.52422,2.432836,113.3699
25130,29.94891,3,243.5317
25131,70.47325,2.843137,93.82686
25132,99.95663,2.976879,215.5865
25133,91.68156,2.309677,538.6349
25134,22.66578,2.913043,206.271
25135,7.728957,2.490909,51.37109
25136,94.69841,2.524096,22.77712
25137,54.51145,1.676471,340.6522
25138,24.64684,2.973684,107.6142
25139,36.95498,2.363636,97.52567
25140,96.56498,2.738562,141.4903
25141,31.8299,2.962264,250.0342
25142,98.11024,2.338558,181.6409
25143,65,2.957265,336.1283
25144,8.109091,1.918367,322.1996
25145,74.17992,2.891304,50.47006
25146,100,2.663158,174.1964
25147,52.90428,1.911111,233.9223
25148,90.46966,2.238095,78.40771
25149,98.02045,2.534031,118.0866
25150,22.91492,2.710843,214.8409
25151,92.29651,2.934426,153.2842
25152,37.87586,2.806818,238.1456
25153,92.00946,3,52.26355
25154,97.15475,2.356998,134.4818
25155,46.38586,2,156.5194
25156,37.48285,2.588235,70.79559
25158,93.44664,2.668376,102.8249
25159,97.6224,2.753886,123.8936
25160,66.7104,3,274.8447
25161,87.08667,2.446429,267.3638
25162,34.38467,2.329755,211.0005
25163,87.10602,2.210526,244.7459
25164,78.13042,3,80.46552
25165,9.157763,2.506912,189.7609
25166,26.54569,2.132075,183.2999
25167,45.66048,2.270833,62.77995
25168,19.09499,2.172589,76.02053
25169,62.70773,1.699029,113.9482
25170,92.52085,3.364017,75.73497
25171,70.93249,1.944444,81.54989
25172,89.81092,2.89755,541.3276
25173,32.12641,1.873418,285.1778
25174,87,2.801653,282.8173
25175,76.43599,2.553191,86.9984
25176,91.27163,2.42,468.0194
25177,10.319,2.508772,258.268
25178,51.66418,2.225131,228.93
25179,31.70575,1.91358,134.793
25180,82.09821,2.509202,159.5992
25181,93.05924,3.119565,106.2515
25182,97.47505,2.435,259.4281
25183,68.06459,2.028571,490.1879
25184,26.5473,2.464789,361.1446
25185,38.86139,2.946565,170.8582
25187,48.86435,1.967742,73.25245
25188,98.61857,2.648402,73.87358
25189,95.14356,2.758621,274.2939
25190,99.8495,2.98189,199.9689
25191,57.80464,2.324503,298.779
25192,35.73268,2.684524,285.6586
25193,31.12995,2.432432,610.5298
25194,16,2.845161,136.0755
25195,48.08555,2.843137,136.6857
25196,20.82903,2.374046,170.9311
25197,48.30935,2.866142,135.7502
25198,33.78328,2.1875,130.5971
25201,80.71104,2.461538,126.2104
25202,53.57437,2.917098,178.0418
25203,76.56383,2.294118,143.0553
25204,50.56204,2.145161,154.2393
25205,26.91904,2.482759,277.8965
25206,97.93628,2.789063,181.0099
25207,59.84944,1.930233,162.5794
25209,30.00362,2.863426,253.1051
25210,75.27992,3,111.8971
25211,21.00992,2.474638,93.79056
25212,14.55153,2.7875,260.7685
25213,72.08313,2.594306,117.1833
25214,14.37254,3,220.2729
25215,67.80229,3,157.0521
25216,29.07781,3,178.1858
25217,71.23485,2.835165,85.59891
25218,53.39064,3,32.37506
25219,17.8578,3,211.5759
25220,24.7153,2.279528,138.5873
25221,39.59586,2.482558,163.4813
25222,96.24335,2.791667,96.31494
25223,87.06073,3,73.62757
25224,11.62705,1.633333,124.225
25225,89.788,2.871795,126.4228
25226,60.65854,2.290909,127.426
25227,4.024907,2.034091,201.2791
25228,38.79818,2.92,215.5777
25229,25.16961,3,226.4246
25230,28.62369,2,25.15586
25231,32.14271,1.987981,348.8074
25232,79.35882,1.859649,191.4976
25233,78.50259,2.069767,99.11532
25234,46.10149,2.366667,143.3484
25235,93.42941,2.471223,168.8077
25236,60.51617,2.9,81.05211
25237,97.21913,2.962843,33.13772
25238,50.88013,2.113208,63.703
25239,95.78162,3.054381,43.91458
25240,88.80977,2.157895,96.74135
25242,36.72337,2.892405,254.4786
25243,90.50773,2.350649,188.7411
25244,95.23415,2.843284,595.2061
25245,25.55772,2.241667,180.0556
25246,72.61307,2.178571,611.8658
25247,68.17157,2.832558,318.5156
25248,47.17362,2.208333,34.64735
25249,71.87421,2.834734,196.3207
25250,100,2.539683,232.5772
25251,72.54166,2.713996,274.1126
25252,91.03314,2.736527,83.21541
25253,24.79359,2.671429,126.9365
25254,100,2.842105,201.225
25255,97.56368,1.686747,185.9575
25256,86.50246,2.010638,229.8529
25257,71.092,2.819572,323.7766
25258,72.38697,2.347826,125.0947
25259,11.28556,2.747826,233.8923
25260,98.95897,2.185185,138.0936
25261,60.5004,2.967742,216.2005
25262,46.94949,2.363322,205.6177
25263,43.53792,2.966825,179.0497
25264,16.26242,2.292254,164.2573
25265,51.35556,2.997826,175.5648
25266,27.92238,2.522843,140.7641
25267,36.38114,2.552632,166.461
25268,47.81385,2.21519,264.7912
25269,95.45055,2.261477,133.9486
25270,51.74489,2.386364,109.8367
25271,95.13294,3.426065,80.53633
25272,89,2.802222,251.2239
25273,79.63303,2.77193,189.3813
25274,44.81621,2.976415,167.2011
25275,68.09537,2.286765,237.9341
25276,68.57053,2.712121,289.0449
25277,61.54329,2.022727,290.1611
25278,70.0773,2.832168,601.1951
25279,69.104,2.905363,293.229
25280,47.06861,2.972222,412.3696
25281,99.16106,2.498339,485.4251
25282,41.5414,2.291188,116.2708
25283,61.54786,2.557377,230.0927
25284,64.91667,2.625,139.6373
25285,54.10814,2.951613,267.6492
25286,38.12829,3,303.6761
25287,63.35031,2.651515,212.3589
25288,94.21182,3,416.319
25289,64.12182,2.718876,158.6994
25290,92.54476,2.703947,168.09
25292,74.14174,2.116279,217.9875
25293,60.08598,3,194.4888
25294,19.00218,2.797619,167.899
25295,100,2.73913,239.7348
25296,39.02004,2.75,297.5106
25297,53.30838,2.918605,226.468
25298,70.80162,2.588235,485.5381
25299,1.738275,2.688889,132.6885
25300,97.88251,2.173469,152.7619
25301,32.71773,2.590909,154.6109
25302,58.80495,2.481928,131.2197
25303,25.32695,1.318182,199.9465
25304,77.73544,2.44898,197.5885
25305,87,2.944444,203.661
25306,74.85086,2.926471,176.5561
25307,49.62434,3,18.69174
25308,98.02048,2.256944,313.1968
25309,27.13178,2,212.3655
25310,18.688,2.467742,263.0252
25311,7.365145,2.681818,91.02828
25312,68.64536,2.045455,108.6106
25313,64.39108,2.530612,266.239
25314,32.96532,2.328467,379.9934
25315,32.82352,2.116751,250.8724
25316,91.98374,2.548387,184.2822
25317,98.80201,2.971302,145.6719
25318,90.85476,2.644391,156.037
25319,99.64502,2.934887,128.6137
25320,87,2.927602,132.6246
25321,78.44236,2.503193,208.6647
25322,54.35402,2,240.4297
25323,96.33377,2.889632,155.0943
25324,100,2.832599,250.7111
25325,63.44255,2.769231,606.0256
25326,96.08672,3.02,327.4174
25327,64.53801,3,575.6894
25328,84,2.733449,425.3266
25329,48.48747,2.71875,310.0453
25330,26.28161,2.347458,102.6716
25331,45.00209,2.959459,270.7069
25332,51.73586,2.95288,269.2975
25333,27.27915,2.268817,181.1776
25334,99.68824,2.624113,604.4093
25335,87,3,179.2006
25336,83.87751,2.852113,286.707
25337,52.1354,3,225.7491
25338,87,2.819048,48.06073
25339,87.89853,2.550209,237.784
25340,83.3789,2,166.1722
25341,49.31478,2.72,208.9725
25342,35.71429,2.9,350.1584
25343,53.45467,2.695833,376.2896
25344,43.41376,2.155689,160.2648
25345,87,2.895735,118.4085
25346,0,2.956522,424.5198
25347,49.86066,2.975,246.9156
25348,93.56758,2.924901,69.32344
25349,32.04084,3,216.6427
