"","Plot","Quad","x","y","Tubbs.clark.RBR"
"381","PPW1544","B1",-2276308.95370973,2052855.89818117,36.2210464477539
"382","PPW1544","B2",-2276303.29011295,2052875.29034387,36.2210464477539
"383","PPW1544","B3",-2276297.62651615,2052894.68250579,-24.7781963348389
"384","PPW1544","B4",-2276291.96291935,2052914.07466692,6.45477151870728
"385","PPW1544","B5",-2276286.29932253,2052933.46682727,-11.8677816390991
"386","PPW1544","C1",-2276289.93359471,2052850.34095922,-0.619240045547485
"387","PPW1544","C2",-2276284.26999728,2052869.73312149,-0.191049352288246
"388","PPW1544","C3",-2276278.60639985,2052889.12528298,6.45477151870728
"389","PPW1544","C4",-2276272.9428024,2052908.51744369,6.45477151870728
"390","PPW1544","C5",-2276267.27920494,2052927.90960361,-11.8677816390991
"391","PPW1544","D1",-2276270.91348063,2052844.7837348,-0.619240045547485
"392","PPW1544","D2",-2276265.24988257,2052864.17589664,-0.191049352288246
"393","PPW1544","D3",-2276259.58628449,2052883.56805771,20.3504734039307
"394","PPW1544","D4",-2276253.9226864,2052902.96021799,-0.41814911365509
"395","PPW1544","D5",-2276248.2590883,2052922.35237748,38.335334777832
"396","PPW1544","E1",-2276251.89336751,2052839.22650791,18.4524555206299
"397","PPW1544","E2",-2276246.2297688,2052858.61866933,20.3504734039307
"398","PPW1544","E3",-2276240.56617009,2052878.01082996,20.3504734039307
"399","PPW1544","E4",-2276234.90257136,2052897.40298981,-13.7658977508545
"400","PPW1544","E5",-2276229.23897261,2052916.79514888,-9.42699146270752
"401","PPW1549","A1",-2273562.82526968,2049489.98449705,201.116500854492
"402","PPW1549","A2",-2273557.16156389,2049509.37667457,129.447494506836
"403","PPW1549","A3",-2273551.49785805,2049528.76885132,132.766647338867
"404","PPW1549","A4",-2273545.83415215,2049548.16102731,132.766647338867
"405","PPW1549","A5",-2273540.17044621,2049567.55320252,112.066329956055
"406","PPW1549","B1",-2273543.80540483,2049484.4268856,201.116500854492
"407","PPW1549","B2",-2273538.14169844,2049503.81906266,129.447494506836
"408","PPW1549","B3",-2273532.47799199,2049523.21123895,139.626495361328
"409","PPW1549","B4",-2273526.81428549,2049542.60341448,160.886703491211
"410","PPW1549","B5",-2273521.15057894,2049561.99558923,132.277908325195
"411","PPW1549","C1",-2273524.78554097,2049478.86927171,173.359649658203
"412","PPW1549","C2",-2273519.12183397,2049498.26144831,139.626495361328
"413","PPW1549","C3",-2273513.45812691,2049517.65362415,139.626495361328
"414","PPW1549","C4",-2273507.7944198,2049537.04579922,160.886703491211
"415","PPW1549","C5",-2273502.13071264,2049556.43797352,91.7786178588867
"416","PPW1549","D1",-2273505.76567808,2049473.31165538,173.359649658203
"417","PPW1549","D2",-2273500.10197047,2049492.70383152,149.668029785156
"418","PPW1549","D3",-2273494.43826281,2049512.09600691,161.91276550293
"419","PPW1549","D4",-2273488.77455509,2049531.48818152,192.66633605957
"420","PPW1549","D5",-2273483.11084732,2049550.88035536,192.66633605957
"421","PPW1549","E1",-2273486.74581617,2049467.75403661,149.668029785156
"422","PPW1549","E2",-2273481.08210795,2049487.1462123,149.668029785156
"423","PPW1549","E3",-2273475.41839968,2049506.53838723,161.91276550293
"424","PPW1549","E4",-2273469.75469136,2049525.93056138,154.860336303711
"425","PPW1549","E5",-2273464.09098298,2049545.32273477,154.860336303711
"426","PPW2152","A1",-2272954.87240865,2048514.6522341,576.975769042969
"427","PPW2152","A2",-2272949.20867896,2048534.04442086,576.975769042969
"428","PPW2152","A3",-2272943.54494921,2048553.43660684,491.8779296875
"429","PPW2152","A4",-2272937.8812194,2048572.82879207,268.107971191406
"430","PPW2152","A5",-2272932.21748952,2048592.22097653,314.827117919922
"431","PPW2152","B1",-2272935.85260902,2048509.09453485,576.975769042969
"432","PPW2152","B2",-2272930.18887874,2048528.48672113,670.855895996094
"433","PPW2152","B3",-2272924.52514839,2048547.87890667,548.533020019531
"434","PPW2152","B4",-2272918.86141798,2048567.27109142,314.827117919922
"435","PPW2152","B5",-2272913.19768751,2048586.66327542,314.827117919922
"436","PPW2152","C1",-2272916.83281038,2048503.53683316,652.228271484375
"437","PPW2152","C2",-2272911.1690795,2048522.92901899,670.855895996094
"438","PPW2152","C3",-2272905.50534855,2048542.32120406,548.533020019531
"439","PPW2152","C4",-2272899.84161755,2048561.71338835,522.394470214844
"440","PPW2152","C5",-2272894.17788648,2048581.10557188,268.418579101562
"441","PPW2152","D1",-2272897.81301273,2048497.97912905,597.256042480469
"442","PPW2152","D2",-2272892.14928125,2048517.37131441,632.654907226562
"443","PPW2152","D3",-2272886.48554971,2048536.76349901,522.394470214844
"444","PPW2152","D4",-2272880.8218181,2048556.15568285,522.394470214844
"445","PPW2152","D5",-2272875.15808643,2048575.54786592,268.418579101562
"446","PPW2152","E1",-2272878.79321606,2048492.42142251,597.256042480469
"447","PPW2152","E2",-2272873.12948398,2048511.81360741,635.978576660156
"448","PPW2152","E3",-2272867.46575184,2048531.20579154,635.978576660156
"449","PPW2152","E4",-2272861.80201963,2048550.59797492,593.898864746094
"450","PPW2152","E5",-2272856.13828737,2048569.99015753,364.194458007812
