"","Plot","Quad","x","y","Tubbs.SBS"
"450","PPW1329","A2",-13661502.7777039,4663740.95498137,2
"451","PPW1329","A3",-13661501.1898661,4663747.171439,2
"452","PPW1329","A4",-13661499.6020264,4663753.38790011,2
"453","PPW1329","B1",-13661498.1739766,4663733.14695952,2
"454","PPW1329","B2",-13661496.5866176,4663739.3630923,2
"455","PPW1329","B3",-13661494.9992566,4663745.57922856,2
"456","PPW1329","B4",-13661493.4118937,4663751.79536829,2
"457","PPW1329","C1",-13661491.9824154,4663731.55538831,2
"458","PPW1329","C2",-13661490.3955332,4663737.77119972,2
"459","PPW1329","C3",-13661488.8086491,4663743.9870146,2
"460","PPW1329","C4",-13661487.221763,4663750.20283296,2
"461","PPW1329","D1",-13661485.7908561,4663729.9638136,2
"462","PPW1329","D2",-13661484.2044507,4663736.17930363,2
"463","PPW1329","D3",-13661482.6180434,4663742.39479714,2
"464","PPW1329","D4",-13661481.0316342,4663748.61029413,2
"465","PPW1330","A1",-13661910.9352542,4663314.75509804,3
"466","PPW1330","A2",-13661909.4592325,4663320.53438215,3
"467","PPW1330","A3",-13661907.9832091,4663326.31366927,2
"468","PPW1330","A4",-13661906.507184,4663332.09295939,2
"469","PPW1330","B1",-13661904.8465009,4663313.19018044,2
"470","PPW1330","B2",-13661903.37094,4663318.9692235,2
"471","PPW1330","B3",-13661901.8953775,4663324.74826957,2
"472","PPW1330","B4",-13661900.4198133,4663330.52731865,2
"473","PPW1330","C1",-13661898.7577494,4663311.62525943,2
"474","PPW1330","C2",-13661897.2826494,4663317.40406146,2
"475","PPW1330","C3",-13661895.8075478,4663323.18286649,2
"476","PPW1330","C4",-13661894.3324444,4663328.96167452,2
"477","PPW1330","D1",-13661892.6689998,4663310.06033504,2
"478","PPW1330","D2",-13661891.1943607,4663315.83889602,2
"479","PPW1330","D3",-13661889.7197199,4663321.61746001,2
"480","PPW1330","D4",-13661888.2450775,4663327.396027,2
"481","PPW1331","A1",-13662249.7136598,4663753.52798976,2
"482","PPW1331","A2",-13662248.2044333,4663759.4383535,2
"483","PPW1331","A3",-13662246.6952051,4663765.34872038,2
"484","PPW1331","A4",-13662245.1859751,4663771.25909039,2
"485","PPW1331","B1",-13662243.7561601,4663751.99692777,2
"486","PPW1331","B2",-13662242.2473947,4663757.90697021,2
"487","PPW1331","B3",-13662240.7386276,4663763.81701579,2
"488","PPW1331","B4",-13662239.2298588,4663769.72706452,2
"489","PPW1331","C1",-13662237.7986622,4663750.46586252,2
"490","PPW1331","C2",-13662236.2903579,4663756.37558367,2
"491","PPW1331","C3",-13662234.782052,4663762.28530796,2
"492","PPW1331","C4",-13662233.2737442,4663768.1950354,2
"493","PPW1331","D1",-13662231.841166,4663748.93479402,2
"494","PPW1331","D2",-13662230.3333229,4663754.84419388,2
"495","PPW1331","D3",-13662228.8254781,4663760.75359688,2
"496","PPW1331","D4",-13662227.3176315,4663766.66300302,2
"497","PPW1332","A1",-13660386.7563945,4663059.77039921,2
"498","PPW1332","A2",-13660385.2963793,4663065.48326972,2
"499","PPW1332","A3",-13660383.8363625,4663071.19614317,2
"500","PPW1332","A4",-13660382.376344,4663076.90901955,2
"501","PPW1332","B1",-13660380.6008534,4663058.18707326,2
"502","PPW1332","B2",-13660379.1413071,4663063.89970283,2
"503","PPW1332","B3",-13660377.6817592,4663069.61233533,2
"504","PPW1332","B4",-13660376.2222096,4663075.32497077,2
"505","PPW1332","C1",-13660374.4453143,4663056.60374384,2
"506","PPW1332","C2",-13660372.9862369,4663062.31613246,2
"507","PPW1332","C3",-13660371.5271578,4663068.02852402,2
"508","PPW1332","C4",-13660370.0680772,4663073.74091851,2
"509","PPW1332","D1",-13660368.289777,4663055.02041095,2
"510","PPW1332","D2",-13660366.8311685,4663060.73255863,2
"511","PPW1332","D3",-13660365.3725584,4663066.44470925,2
"512","PPW1332","D4",-13660363.9139466,4663072.15686279,2
"513","PPW1333","A1",-13660142.5107228,4663101.32992783,2
"514","PPW1333","A2",-13660141.06639,4663106.9808674,2
"515","PPW1333","A3",-13660139.6220556,4663112.63180986,2
"516","PPW1333","A4",-13660138.1777196,4663118.28275519,2
"517","PPW1333","B1",-13660136.3858512,4663099.75452639,2
"518","PPW1333","B2",-13660134.9419956,4663105.40514488,2
"519","PPW1333","B3",-13660133.4981384,4663111.05576625,2
"520","PPW1333","B4",-13660132.0542796,4663116.70639048,2
"521","PPW1333","C1",-13660130.2609814,4663098.17912154,2
"522","PPW1333","C2",-13660128.817603,4663103.82941893,2
"523","PPW1333","C3",-13660127.374223,4663109.4797192,2
"524","PPW1333","C4",-13660125.9308414,4663115.13002233,2
"525","PPW1333","D1",-13660124.1361136,4663096.60371325,2
"526","PPW1333","D2",-13660122.6932124,4663102.25368955,2
"527","PPW1333","D3",-13660121.2503095,4663107.90366871,2
"528","PPW1333","D4",-13660119.8074051,4663113.55365075,2
"529","PPW1334","A1",-13660485.2198778,4663056.10532521,2
"530","PPW1334","A2",-13660483.8223814,4663061.57362026,1
"531","PPW1334","A3",-13660482.4248835,4663067.041918,2
"532","PPW1334","A4",-13660481.0273842,4663072.51021842,2
"533","PPW1334","B1",-13660479.0620565,4663054.52145056,1
"534","PPW1334","B2",-13660477.6650289,4663059.98958496,1
"535","PPW1334","B3",-13660476.2679998,4663065.45772204,2
"536","PPW1334","B4",-13660474.8709692,4663070.9258618,2
"537","PPW1334","C1",-13660472.9042371,4663052.93757245,2
"538","PPW1334","C2",-13660471.5076783,4663058.40554618,1
"539","PPW1334","C3",-13660470.111118,4663063.8735226,1
"540","PPW1334","C4",-13660468.7145562,4663069.3415017,2
"541","PPW1334","D1",-13660466.7464196,4663051.35369085,2
"542","PPW1334","D2",-13660465.3503296,4663056.82150393,2
"543","PPW1334","D3",-13660463.9542381,4663062.28931969,2
"544","PPW1334","D4",-13660462.5581451,4663067.75713814,2
"545","PPW1335","A1",-13660217.6367342,4662762.89692233,2
"546","PPW1335","A2",-13660216.1057646,4662768.88724589,1
"547","PPW1335","A3",-13660214.5747931,4662774.87757267,2
"548","PPW1335","A4",-13660213.0438198,4662780.86790268,2
"549","PPW1335","B1",-13660211.4617048,4662761.30866564,2
"550","PPW1335","B2",-13660209.9312199,4662767.29874822,2
"551","PPW1335","B3",-13660208.4007331,4662773.28883404,2
"552","PPW1335","B4",-13660206.8702445,4662779.27892307,2
"553","PPW1335","C1",-13660205.2866774,4662759.72040544,2
"554","PPW1335","C2",-13660203.7566771,4662765.71024706,2
"555","PPW1335","C3",-13660202.226675,4662771.7000919,2
"556","PPW1335","C4",-13660200.6966711,4662777.68993997,2
"557","PPW1335","D1",-13660199.1116519,4662758.13214176,2
"558","PPW1335","D2",-13660197.5821363,4662764.12174241,2
"559","PPW1335","D3",-13660196.0526189,4662770.11134628,2
"560","PPW1335","D4",-13660194.5230997,4662776.10095339,2
"561","PPW1336","A1",-13659747.4327306,4662778.23674071,2
"562","PPW1336","A2",-13659745.8571024,4662784.40136716,2
"563","PPW1336","A3",-13659744.2814722,4662790.56599703,1
"564","PPW1336","A4",-13659742.7058401,4662796.73063031,1
"565","PPW1336","B1",-13659741.7278593,4662776.76934038,2
"566","PPW1336","B2",-13659740.1526762,4662782.93364562,2
"567","PPW1336","B3",-13659738.5774912,4662789.09795429,2
"568","PPW1336","B4",-13659737.0023043,4662795.26226638,1
"569","PPW1336","C1",-13659736.0229895,4662775.30193706,2
"570","PPW1336","C2",-13659734.4482516,4662781.46592111,2
"571","PPW1336","C3",-13659732.8735118,4662787.62990858,2
"572","PPW1336","C4",-13659731.2987701,4662793.79389946,2
"573","PPW1336","D1",-13659730.3181214,4662773.83453076,2
"574","PPW1336","D2",-13659728.7438287,4662779.99819362,2
"575","PPW1336","D3",-13659727.1695341,4662786.16185988,2
"576","PPW1336","D4",-13659725.5952376,4662792.32552957,2
"577","PPW1337","A1",-13658929.8964938,4662947.54052867,1
"578","PPW1337","A2",-13658928.3078448,4662953.75357663,2
"579","PPW1337","A3",-13658926.7191938,4662959.96662806,2
"580","PPW1337","A4",-13658925.1305409,4662966.17968297,2
"581","PPW1337","B1",-13658923.7432042,4662945.95698892,1
"582","PPW1337","B2",-13658922.1550398,4662952.1697959,1
"583","PPW1337","B3",-13658920.5668735,4662958.38260635,1
"584","PPW1337","B4",-13658918.9787052,4662964.59542027,2
"585","PPW1337","C1",-13658917.5899165,4662944.37344571,1
"586","PPW1337","C2",-13658916.0022367,4662950.5860117,1
"587","PPW1337","C3",-13658914.414555,4662956.79858117,1
"588","PPW1337","C4",-13658912.8268713,4662963.01115413,2
"589","PPW1337","D1",-13658911.4366307,4662942.78989902,2
"590","PPW1337","D2",-13658909.8494356,4662949.00222404,2
"591","PPW1337","D3",-13658908.2622385,4662955.21455254,2
"592","PPW1337","D4",-13658906.6750394,4662961.42688451,2
"593","PPW1338","A1",-13660412.1821989,4661038.80422804,2
"594","PPW1338","A2",-13660410.6087785,4661044.96155392,2
"595","PPW1338","A3",-13660409.0353561,4661051.11888321,2
"596","PPW1338","A4",-13660407.4619319,4661057.27621591,2
"597","PPW1338","B1",-13660406.0943,4661037.23844313,2
"598","PPW1338","B2",-13660404.5213562,4661043.39552803,2
"599","PPW1338","B3",-13660402.9484105,4661049.55261633,2
"600","PPW1338","B4",-13660401.3754628,4661055.70970804,2
"601","PPW1338","C1",-13660400.0064031,4661035.67265485,2
"602","PPW1338","C2",-13660398.4339358,4661041.82949875,2
"603","PPW1338","C3",-13660396.8614667,4661047.98634606,2
"604","PPW1338","C4",-13660395.2889956,4661054.14319678,2
"605","PPW1338","D1",-13660393.918508,4661034.10686317,2
"606","PPW1338","D2",-13660392.3465173,4661040.26346608,2
"607","PPW1338","D3",-13660390.7745247,4661046.4200724,2
"608","PPW1338","D4",-13660389.2025302,4661052.57668213,2
"609","PPW1339","A1",-13660468.064238,4661246.95821746,1
"610","PPW1339","A2",-13660466.4818094,4661253.15153854,1
"611","PPW1339","A3",-13660464.8993789,4661259.34486308,1
"612","PPW1339","A4",-13660463.3169464,4661265.53819106,1
"613","PPW1339","B1",-13660462.5782492,4661245.54762376,1
"614","PPW1339","B2",-13660460.9962658,4661251.74062372,1
"615","PPW1339","B3",-13660459.4142805,4661257.93362713,1
"616","PPW1339","B4",-13660457.8322933,4661264.12663399,1
"617","PPW1339","C1",-13660457.0922619,4661244.13702729,1
"618","PPW1339","C2",-13660455.5107238,4661250.32970614,1
"619","PPW1339","C3",-13660453.9291836,4661256.52238842,1
"620","PPW1339","C4",-13660452.3476416,4661262.71507416,1
"621","PPW1339","D1",-13660451.6062762,4661242.72642808,1
"622","PPW1339","D2",-13660450.0251832,4661248.9187858,1
"623","PPW1339","D3",-13660448.4440883,4661255.11114697,2
"624","PPW1339","D4",-13660446.8629915,4661261.30351158,2
"625","PPW1340","A1",-13657529.6196103,4660498.12739477,1
"626","PPW1340","A2",-13657528.0429988,4660504.28999489,1
"627","PPW1340","A3",-13657526.4663854,4660510.45259842,2
"628","PPW1340","A4",-13657524.8897701,4660516.61520536,2
"629","PPW1340","B1",-13657523.4645585,4660496.54269928,3
"630","PPW1340","B2",-13657521.8884319,4660502.70497836,3
"631","PPW1340","B3",-13657520.3123033,4660508.86726085,2
"632","PPW1340","B4",-13657518.7361729,4660515.02954676,2
"633","PPW1340","C1",-13657517.3095087,4660494.95800031,3
"634","PPW1340","C2",-13657515.7338669,4660501.11995836,3
"635","PPW1340","C3",-13657514.1582232,4660507.28191982,2
"636","PPW1340","C4",-13657512.5825775,4660513.44388469,2
"637","PPW1340","D1",-13657511.1544607,4660493.37329789,2
"638","PPW1340","D2",-13657509.5793038,4660499.5349349,2
"639","PPW1340","D3",-13657508.0041449,4660505.69657532,2
"640","PPW1340","D4",-13657506.4289841,4660511.85821915,2
"641","PPW1341","A1",-13657627.1169443,4660773.03408312,2
"642","PPW1341","A2",-13657625.5556579,4660779.13696495,2
"643","PPW1341","A3",-13657623.9943695,4660785.23985012,2
"644","PPW1341","A4",-13657622.4330794,4660791.34273865,2
"645","PPW1341","B1",-13657621.001418,4660771.4595235,2
"646","PPW1341","B2",-13657619.4406083,4660777.56216448,2
"647","PPW1341","B3",-13657617.8797966,4660783.6648088,2
"648","PPW1341","B4",-13657616.318983,4660789.76745648,2
"649","PPW1341","C1",-13657614.8858937,4660769.88496045,2
"650","PPW1341","C2",-13657613.3255605,4660775.98736058,3
"651","PPW1341","C3",-13657611.7652255,4660782.08976406,2
"652","PPW1341","C4",-13657610.2048886,4660788.19217088,2
"653","PPW1341","D1",-13657608.7703712,4660768.31039398,2
"654","PPW1341","D2",-13657607.2105147,4660774.41255326,3
"655","PPW1341","D3",-13657605.6506563,4660780.51471589,3
"656","PPW1341","D4",-13657604.0907961,4660786.61688187,3
"657","PPW1342","A1",-13657433.7750811,4660875.08123249,3
"658","PPW1342","A2",-13657432.1856606,4660881.29372222,3
"659","PPW1342","A3",-13657430.5962382,4660887.50621542,3
"660","PPW1342","A4",-13657429.0068139,4660893.71871209,3
"661","PPW1342","B1",-13657427.6303849,4660873.49902284,3
"662","PPW1342","B2",-13657426.0414493,4660879.71119152,3
"663","PPW1342","B3",-13657424.4525118,4660885.92336366,3
"664","PPW1342","B4",-13657422.8635723,4660892.13553927,3
"665","PPW1342","C1",-13657421.4856907,4660871.91680974,3
"666","PPW1342","C2",-13657419.8972399,4660878.12865736,3
"667","PPW1342","C3",-13657418.3087872,4660884.34050845,3
"668","PPW1342","C4",-13657416.7203326,4660890.552363,3
"669","PPW1342","D1",-13657415.3409984,4660870.33459319,3
"670","PPW1342","D2",-13657413.7530325,4660876.54611975,3
"671","PPW1342","D3",-13657412.1650646,4660882.75764978,3
"672","PPW1342","D4",-13657410.5770948,4660888.96918328,2
"673","PPW1343","A1",-13662943.006022,4665805.40410634,3
"674","PPW1343","A2",-13662941.5834619,4665810.97614418,2
"675","PPW1343","A3",-13662940.1609002,4665816.54818482,2
"676","PPW1343","A4",-13662938.738337,4665822.12022826,2
"677","PPW1343","B1",-13662936.8207426,4665803.81475572,3
"678","PPW1343","B2",-13662935.3986515,4665809.38655248,2
"679","PPW1343","B3",-13662933.9765589,4665814.95835203,2
"680","PPW1343","B4",-13662932.5544647,4665820.53015437,2
"681","PPW1343","C1",-13662930.6354651,4665802.2254016,3
"682","PPW1343","C2",-13662929.2138431,4665807.79695726,3
"683","PPW1343","C3",-13662927.7922195,4665813.36851573,2
"684","PPW1343","C4",-13662926.3705943,4665818.94007699,2
"685","PPW1343","D1",-13662924.4501896,4665800.63604397,3
"686","PPW1343","D2",-13662923.0290366,4665806.20735855,3
"687","PPW1343","D3",-13662921.607882,4665811.77867593,2
"688","PPW1343","D4",-13662920.1867258,4665817.3499961,2
"689","PPW1344","A1",-13663058.8151963,4665125.55306072,NA
"690","PPW1344","A2",-13663057.2991187,4665131.49226999,NA
"691","PPW1344","A3",-13663055.7830393,4665137.43148243,NA
"692","PPW1344","A4",-13663054.2669581,4665143.37069805,NA
"693","PPW1344","B1",-13663052.8847245,4665124.02944598,NA
"694","PPW1344","B2",-13663051.3691078,4665129.96841411,NA
"695","PPW1344","B3",-13663049.8534893,4665135.90738542,NA
"696","PPW1344","B4",-13663048.3378691,4665141.84635989,NA
"697","PPW1344","C1",-13663046.9542545,4665122.50582801,NA
"698","PPW1344","C2",-13663045.4390987,4665128.444555,NA
"699","PPW1344","C3",-13663043.9239412,4665134.38328517,NA
"700","PPW1344","C4",-13663042.4087819,4665140.32201852,NA
"701","PPW1344","D1",-13663041.0237862,4665120.98220682,NA
"702","PPW1344","D2",-13663039.5090914,4665126.92069268,NA
"703","PPW1344","D3",-13663037.9943948,4665132.85918171,NA
"704","PPW1344","D4",-13663036.4796964,4665138.79767391,NA
"705","PPW1345","A1",-13662373.5558075,4664282.92488208,2
"706","PPW1345","A2",-13662371.9687493,4664289.14088145,2
"707","PPW1345","A3",-13662370.3816892,4664295.3568843,2
"708","PPW1345","A4",-13662368.7946271,4664301.57289062,2
"709","PPW1345","B1",-13662367.8982925,4664281.47111148,2
"710","PPW1345","B2",-13662366.3116792,4664287.68686971,2
"711","PPW1345","B3",-13662364.725064,4664293.90263142,2
"712","PPW1345","B4",-13662363.1384469,4664300.11839661,2
"713","PPW1345","C1",-13662362.2407791,4664280.01733794,2
"714","PPW1345","C2",-13662360.6546108,4664286.23285504,2
"715","PPW1345","C3",-13662359.0684405,4664292.44837562,2
"716","PPW1345","C4",-13662357.4822683,4664298.66389968,2
"717","PPW1345","D1",-13662356.5832673,4664278.56356146,2
"718","PPW1345","D2",-13662354.9975439,4664284.77883744,2
"719","PPW1345","D3",-13662353.4118186,4664290.99411689,2
"720","PPW1345","D4",-13662351.8260913,4664297.20939981,2
"721","PPW1346","A1",-13660883.2434848,4662477.40980097,2
"722","PPW1346","A2",-13660881.759185,4662483.2192441,2
"723","PPW1346","A3",-13660880.2748836,4662489.02869028,2
"724","PPW1346","A4",-13660878.7905805,4662494.83813948,2
"725","PPW1346","B1",-13660877.1864258,4662475.85219485,2
"726","PPW1346","B2",-13660875.702595,4662481.66139704,2
"727","PPW1346","B3",-13660874.2187624,4662487.47060225,2
"728","PPW1346","B4",-13660872.7349281,4662493.2798105,2
"729","PPW1346","C1",-13660871.1293688,4662474.29458539,2
"730","PPW1346","C2",-13660869.6460067,4662480.1035466,2
"731","PPW1346","C3",-13660868.162643,4662485.91251086,2
"732","PPW1346","C4",-13660866.6792776,4662491.72147816,2
"733","PPW1346","D1",-13660865.0723136,4662472.73697254,2
"734","PPW1346","D2",-13660863.5894204,4662478.54569282,2
"735","PPW1346","D3",-13660862.1065255,4662484.35441612,2
"736","PPW1346","D4",-13660860.6236289,4662490.16314246,2
"737","PPW1347","A1",-13662792.8333082,4659784.40598678,NA
"738","PPW1347","A2",-13662791.3795658,4659790.10005517,NA
"739","PPW1347","A3",-13662789.9258218,4659795.7941265,NA
"740","PPW1347","A4",-13662788.4720762,4659801.48820074,NA
"741","PPW1347","B1",-13662786.7075403,4659782.8320419,NA
"742","PPW1347","B2",-13662785.2542748,4659788.52578918,NA
"743","PPW1347","B3",-13662783.8010077,4659794.21953937,NA
"744","PPW1347","B4",-13662782.347739,4659799.91329248,NA
"745","PPW1347","C1",-13662780.5817743,4659781.2580936,NA
"746","PPW1347","C2",-13662779.1289857,4659786.95151974,NA
"747","PPW1347","C3",-13662777.6761956,4659792.64494881,NA
"748","PPW1347","C4",-13662776.2234038,4659798.33838078,NA
"749","PPW1347","D1",-13662774.4560101,4659779.68414186,NA
"750","PPW1347","D2",-13662773.0036985,4659785.37724688,NA
"751","PPW1347","D3",-13662771.5513853,4659791.07035481,NA
"752","PPW1347","D4",-13662770.0990704,4659796.76346566,NA
"753","PPW1348","A1",-13662405.7845711,4660177.20589645,3
"754","PPW1348","A2",-13662404.3208637,4660182.93798801,3
"755","PPW1348","A3",-13662402.8571547,4660188.67008253,3
"756","PPW1348","A4",-13662401.393444,4660194.40218,3
"757","PPW1348","B1",-13662399.6513194,4660175.62975233,3
"758","PPW1348","B2",-13662398.1880887,4660181.36160295,3
"759","PPW1348","B3",-13662396.7248564,4660187.09345653,3
"760","PPW1348","B4",-13662395.2616224,4660192.82531305,3
"761","PPW1348","C1",-13662393.5180696,4660174.05360477,3
"762","PPW1348","C2",-13662392.0553156,4660179.78521445,3
"763","PPW1348","C3",-13662390.59256,4660185.51682707,3
"764","PPW1348","C4",-13662389.1298027,4660191.24844266,3
"765","PPW1348","D1",-13662387.3848217,4660172.47745377,3
"766","PPW1348","D2",-13662385.9225444,4660178.2088225,3
"767","PPW1348","D3",-13662384.4602655,4660183.94019419,3
"768","PPW1348","D4",-13662382.997985,4660189.67156882,3
"769","PPW1349","A1",-13658424.381622,4661984.60389375,2
"770","PPW1349","A2",-13658422.7966346,4661990.80153847,2
"771","PPW1349","A3",-13658421.2116451,4661996.99918664,2
"772","PPW1349","A4",-13658419.6266538,4662003.19683827,2
"773","PPW1349","B1",-13658418.2882686,4661983.03547574,2
"774","PPW1349","B2",-13658416.7037577,4661989.23287952,2
"775","PPW1349","B3",-13658415.119245,4661995.43028676,2
"776","PPW1349","B4",-13658413.5347303,4662001.62769745,2
"777","PPW1349","C1",-13658412.194917,4661981.46705432,2
"778","PPW1349","C2",-13658410.6108828,4661987.66421717,2
"779","PPW1349","C3",-13658409.0268467,4661993.86138348,2
"780","PPW1349","C4",-13658407.4428086,4662000.05855324,2
"781","PPW1349","D1",-13658406.1015673,4661979.89862951,2
"782","PPW1349","D2",-13658404.5180098,4661986.09555143,2
"783","PPW1349","D3",-13658402.9344503,4661992.2924768,2
"784","PPW1349","D4",-13658401.3508889,4661998.48940562,2
"785","PPW1350","A1",-13662360.8682222,4660259.18963152,3
"786","PPW1350","A2",-13662359.4123266,4660264.89098978,3
"787","PPW1350","A3",-13662357.9564294,4660270.59235096,3
"788","PPW1350","A4",-13662356.5005306,4660276.29371505,2
"789","PPW1350","B1",-13662354.8220737,4660257.63583779,3
"790","PPW1350","B2",-13662353.3666469,4660263.33695511,3
"791","PPW1350","B3",-13662351.9112184,4660269.03807536,3
"792","PPW1350","B4",-13662350.4557884,4660274.73919852,2
"793","PPW1350","C1",-13662348.775927,4660256.08204072,3
"794","PPW1350","C2",-13662347.3209689,4660261.78291711,3
"795","PPW1350","C3",-13662345.8660093,4660267.48379642,3
"796","PPW1350","C4",-13662344.411048,4660273.18467865,2
"797","PPW1350","D1",-13662342.7297821,4660254.52824029,3
"798","PPW1350","D2",-13662341.2752928,4660260.22887575,3
"799","PPW1350","D3",-13662339.820802,4660265.92951412,3
"800","PPW1350","D4",-13662338.3663095,4660271.63015543,3
"801","PPW1851","A1",-13657536.6998259,4660848.19522594,3
"802","PPW1851","A2",-13657535.3230131,4660853.57696652,3
"803","PPW1851","A3",-13657533.9461988,4660858.95870971,3
"804","PPW1851","A4",-13657532.569383,4660864.3404555,3
"805","PPW1851","B1",-13657531.5414962,4660846.86703383,3
"806","PPW1851","B2",-13657530.165081,4660852.24853378,3
"807","PPW1851","B3",-13657528.7886643,4660857.63003633,3
"808","PPW1851","B4",-13657527.4122462,4660863.01154148,3
"809","PPW1851","C1",-13657526.3831678,4660845.53883929,3
"810","PPW1851","C2",-13657525.0071503,4660850.9200986,3
"811","PPW1851","C3",-13657523.6311313,4660856.30136052,3
"812","PPW1851","C4",-13657522.2551108,4660861.68262504,3
"813","PPW1851","D1",-13657521.2248408,4660844.21064231,3
"814","PPW1851","D2",-13657519.8492209,4660849.59166099,3
"815","PPW1851","D3",-13657518.4735995,4660854.97268227,3
"816","PPW1851","D4",-13657517.0979767,4660860.35370615,3
"817","PPW1852","A1",-13657322.2414287,4661008.02967308,3
"818","PPW1852","A2",-13657320.72331,4661013.96304827,3
"819","PPW1852","A3",-13657319.2051896,4661019.89642665,3
"820","PPW1852","A4",-13657317.6870673,4661025.82980819,3
"821","PPW1852","B1",-13657316.225847,4661006.48054121,3
"822","PPW1852","B2",-13657314.7081974,4661012.41359543,3
"823","PPW1852","B3",-13657313.1905461,4661018.34665282,3
"824","PPW1852","B4",-13657311.6728929,4661024.27971337,3
"825","PPW1852","C1",-13657310.2102671,4661004.93140604,3
"826","PPW1852","C2",-13657308.6930866,4661010.86413928,3
"827","PPW1852","C3",-13657307.1759044,4661016.79687568,3
"828","PPW1852","C4",-13657305.6587203,4661022.72961525,3
"829","PPW1852","D1",-13657304.1946891,4661003.38226755,3
"830","PPW1852","D2",-13657302.6779777,4661009.31467981,3
"831","PPW1852","D3",-13657301.1612645,4661015.24709523,3
"832","PPW1852","D4",-13657299.6445496,4661021.17951382,3
"833","PPW1853","A1",-13657294.6881912,4660928.59681991,3
"834","PPW1853","A2",-13657293.0996188,4660934.80639544,3
"835","PPW1853","A3",-13657291.5110444,4660941.01597444,3
"836","PPW1853","A4",-13657289.9224681,4660947.2255569,4
"837","PPW1853","B1",-13657289.3237883,4660927.2157365,3
"838","PPW1853","B2",-13657287.7356455,4660933.42491083,3
"839","PPW1853","B3",-13657286.1475008,4660939.63408863,3
"840","PPW1853","B4",-13657284.5593541,4660945.84326989,4
"841","PPW1853","C1",-13657283.9593869,4660925.83465046,3
"842","PPW1853","C2",-13657282.3716737,4660932.0434236,3
"843","PPW1853","C3",-13657280.7839587,4660938.25220019,3
"844","PPW1853","C4",-13657279.1962416,4660944.46098025,4
"845","PPW1853","D1",-13657278.5949869,4660924.45356178,3
"846","PPW1853","D2",-13657277.0077034,4660930.66193373,4
"847","PPW1853","D3",-13657275.420418,4660936.87030913,4
"848","PPW1853","D4",-13657273.8331306,4660943.07868799,3
"849","PPW1854","A1",-13657393.4727469,4660779.657246,3
"850","PPW1854","A2",-13657392.0740068,4660785.1238679,3
"851","PPW1854","A3",-13657390.6752652,4660790.59049249,3
"852","PPW1854","A4",-13657389.2765221,4660796.05711977,3
"853","PPW1854","B1",-13657387.6745571,4660778.16415295,3
"854","PPW1854","B2",-13657386.2762622,4660783.63053419,3
"855","PPW1854","B3",-13657384.8779658,4660789.09691812,3
"856","PPW1854","B4",-13657383.4796679,4660794.56330473,3
"857","PPW1854","C1",-13657381.8763689,4660776.67105682,3
"858","PPW1854","C2",-13657380.4785193,4660782.1371974,3
"859","PPW1854","C3",-13657379.0806681,4660787.60334066,3
"860","PPW1854","C4",-13657377.6828154,4660793.06948661,3
"861","PPW1854","D1",-13657376.0781825,4660775.17795762,3
"862","PPW1854","D2",-13657374.680778,4660780.64385753,3
"863","PPW1854","D3",-13657373.283372,4660786.10976014,3
"864","PPW1854","D4",-13657371.8859646,4660791.57566543,3
